name,latitude,longitude,historic,tourism,amenity
Wielbłądy dwugarbne,52.4009268,17.0120765,Unknown,attraction,Unknown
Wielbłądy,52.4002239,17.0103998,Unknown,attraction,Unknown
Ptaki,52.3992128,16.9951374,Unknown,attraction,Unknown
Symboliczny tor kolejowy,52.6323765,22.0502283,memorial,attraction,Unknown
Pomnik Ofiar Obozu Zagłady w Treblince,52.6311751,22.0522899,monument,Unknown,Unknown
Ruiny Kościoła św Antoniego z Padwy,53.0064698,23.9122064,ruins,attraction,Unknown
Expozice důlních strojů,49.8670449,18.2621057,Unknown,attraction,Unknown
Expozice důlních strojů,49.8677143,18.2629321,Unknown,attraction,Unknown
Kościół pw. Świętego Mikołaja,52.8143704,20.7406718,yes,attraction,place_of_worship
Cmentarz ewangelicko-augsburski,51.7765629,19.4339225,Unknown,attraction,Unknown
Cmentarz prawosławny św. Aleksandra Newskiego,51.7770268,19.4359686,Unknown,attraction,Unknown
Wapiennik,50.6729842,17.0875586,Unknown,attraction,Unknown
Szaniec,49.7750111,22.7616401,fort,attraction,Unknown
Posterunek piechoty z Blokhauzem,49.7763844,22.7579714,fort,attraction,Unknown
Pałac Bojadła,51.9541532,15.8112629,castle,attraction,Unknown
Kordegarda (zachodnia),51.9536903,15.8115866,Unknown,attraction,Unknown
Kordegarda 1 (wschodnia),51.9540688,15.8120535,Unknown,attraction,Unknown
Bateria sprzężona XVa „Borek”,49.7697373,22.8988822,fort,attraction,Unknown
"Domki tkaczy ""Dwunastu Apostołów""",50.6660775,16.0724939,Unknown,attraction,Unknown
Bacówka,49.4191436,19.0477291,Unknown,attraction,Unknown
Hobbit House,53.5310468,18.1063713,Unknown,attraction,Unknown
Skansen Forteczny,52.9867955,18.5805849,yes,attraction,Unknown
Śluza trapezowa,53.1264405,17.9962828,Unknown,attraction,Unknown
Park Linowy Adrenalina,52.6567028,16.8152234,Unknown,attraction,Unknown
Dwór w Leszczynku,52.2028807,19.3208707,manor,attraction,Unknown
Kamieniołom starożytny,50.8703517,16.6911563,Unknown,attraction,Unknown
Oficyna,52.198303,17.4883002,yes,attraction,Unknown
Kościół Wszystkich Świętych i św. Jakuba,51.9962579,19.4510457,church,attraction,place_of_worship
Historyczny układ urbanistyczny miasta Ośno Lubuskie,52.4538747,14.8696666,Unknown,attraction,Unknown
Baszta Wielka Chyżańska,52.4561339,14.867769,yes,attraction,Unknown
Baszta Krzaków,52.455192,14.8708708,yes,attraction,Unknown
Baszta Złodziejska,52.4521761,14.8724298,yes,attraction,Unknown
Baszta Kapłańska,52.4536877,14.8671296,yes,attraction,Unknown
Wieża obronna,51.3764236,19.7598295,city_gate,attraction,Unknown
Kościół pw. Świętej Małgorzaty i Świętego Augustyna,51.376869,19.7595868,church,attraction,place_of_worship
Швейцарская даліна,53.6839286,23.8312046,Unknown,attraction,Unknown
Zespół klasztorny Dominikanów w Sandomierzu,50.6816777,21.745926,Unknown,attraction,Unknown
Ośrodek Edukacji Przyrodniczej Chalin,52.6027025,16.0406799,Unknown,attraction,Unknown
Kościół św. Wojciecha,51.600123,19.9217853,church,attraction,place_of_worship
Kościół Wniebowzięcia Najświętszej Maryi Panny,51.5541225,19.0376559,church,attraction,place_of_worship
Kościół św. Teodora Męczennika i Najświętszego Serca Pana Jezusa,51.4932853,19.2943012,church,attraction,place_of_worship
Dzwonnica kościelna,51.4519679,19.1061824,campanile,attraction,Unknown
Dworek w Kole,51.4268386,19.8300843,manor,attraction,Unknown
Dwór w Woli Cyrusowej,51.8805057,19.7610127,manor,attraction,Unknown
Elka,50.2835286,18.9967247,Unknown,attraction,Unknown
Dwór w Domiechowicach,51.3813821,19.3409408,manor,attraction,Unknown
Synagoga w Radzanowie,52.9425001,20.092503,yes,attraction,place_of_worship
