city,category,name,address,latitude,longitude,rating,user_ratings_total,administrative_region,postal_code
Warsaw,restaurant,Stary Dom,"Puławska 104/106, 02-620 Warszawa, Poland",52.1955548,21.0238317,4.7,9089,Województwo mazowieckie,02-620
Warsaw,restaurant,GOŚCINIEC Polskie Pierogi,"Nowy Świat 43, 00-042 Warszawa, Poland",52.2347014,21.0184249,4.7,9763,Województwo mazowieckie,00-042
Warsaw,restaurant,Restauracja Portretowa,"Piekarska 6, 00-264 Warszawa, Poland",52.248546,21.0110243,4.5,1301,Województwo mazowieckie,00-264
Warsaw,restaurant,Soul Kitchen,"Nowogrodzka 18A, 00-511 Warszawa, Poland",52.229555,21.0148867,4.7,4370,Województwo mazowieckie,00-511
Warsaw,restaurant,Restauracja Delicja Polska,"Krakowskie Przedmieście 64, 00-322 Warszawa, Poland",52.2454325,21.0142753,4.7,1395,Województwo mazowieckie,00-322
Warsaw,restaurant,Stara Kamienica,"Widok 8, 00-023 Warszawa, Poland",52.2315639,21.015275,4.6,2035,Województwo mazowieckie,00-023
Warsaw,restaurant,U Szwejka,"plac Konstytucji 1, 00-647 Warszawa, Poland",52.2213354,21.0160374,4.5,20730,Województwo mazowieckie,00-647
Warsaw,restaurant,N31 Restaurant & Bar,"Nowogrodzka 31, 00-511 Warszawa, Poland",52.2288769,21.0134836,4.8,1723,Województwo mazowieckie,00-511
Warsaw,restaurant,Podwale 25 Kompania Piwna,"Podwale 25, 00-261 Warszawa, Poland",52.2500722,21.0093433,4.5,16049,Województwo mazowieckie,00-261
Warsaw,restaurant,Gościniec,"Podwale 19, 00-252 Warszawa, Poland",52.2490382,21.0093376,4.7,11046,Województwo mazowieckie,00-257
Warsaw,restaurant,Bazyliszek Restaurant,"Rynek Starego Miasta 1/3, 00-272 Warszawa, Poland",52.2495622,21.0129158,4.3,11500,Województwo mazowieckie,00-272
Warsaw,restaurant,Czerwony Wieprz | restauracja polska Warszawa Śródmieście,"Żelazna 68, 00-866 Warszawa, Poland",52.2369553,20.9896407,4.4,5863,Województwo mazowieckie,00-866
Warsaw,restaurant,Restauracja Różana,"Chocimska 7, 00-791 Warszawa, Poland",52.2084336,21.0235438,4.7,5444,Województwo mazowieckie,00-791
Warsaw,restaurant,Zapiecek,"Krakowskie Przedmieście 55, 00-071 Warszawa, Poland",52.2450436,21.013711,4.4,12588,Województwo mazowieckie,00-071
Warsaw,restaurant,GOŚCINIEC Polskie Pierogi,"Piwna 12/14/lu3, 00-265 Warszawa, Poland",52.2485029,21.0126806,4.7,9364,Województwo mazowieckie,00-265
Warsaw,restaurant,Restauracja Primitivo Kuchnia i Wino - kuchnia śródziemnomorska Warszawa,"Waliców 13, 00-851 Warszawa, Poland",52.235268,20.992115,4.9,1548,Województwo mazowieckie,00-865
Warsaw,restaurant,CUD MIÓD,"Nowogrodzka 56, 00-695 Warszawa, Poland",52.2277225,21.0065569,4.5,4649,Województwo mazowieckie,00-695
Warsaw,restaurant,Der Elefant,"plac Bankowy 1, 00-139 Warszawa, Poland",52.2417903,21.0035137,4.5,9797,Województwo mazowieckie,00-139
Warsaw,restaurant,Whiskey in the Jar,"Marszałkowska 53, 00-676 Warszawa, Poland",52.2231413,21.0149735,4.6,6740,Województwo mazowieckie,00-676
Warsaw,restaurant,the morning after (the night before),"Poznańska 7, 00-680 Warszawa, Poland",52.2240155,21.0122537,4.6,862,Województwo mazowieckie,00-680
Warsaw,restaurant,Warszawa Wschodnia,"Soho Factory, Mińska 29A/bud. 46, 03-808 Warszawa, Poland",52.24963409999999,21.0606549,4.5,5119,Województwo mazowieckie,03-808
Warsaw,restaurant,Nar Restaurant Warsaw,"Żurawia 47/49, 00-680 Warszawa, Poland",52.2271606,21.0111021,4.7,591,Województwo mazowieckie,00-001
Warsaw,restaurant,ČESKÁ beer restaurant,"Chmielna 35, 00-801 Warszawa, Poland",52.2316571,21.0119596,4.4,8196,Województwo mazowieckie,00-021
Warsaw,restaurant,SELAVI Restaurant & Bar,"plac Stanisława Małachowskiego 2, 00-066 Warszawa, Poland",52.2390517,21.0128005,4.3,1254,Województwo mazowieckie,00-066
Warsaw,restaurant,Specjały Regionalne,"Nowy Świat 44, 00-363 Warszawa, Poland",52.234567,21.019048,4.4,3770,Województwo mazowieckie,00-363
Warsaw,restaurant,Lokanta,"Nowogrodzka 47A, 00-695 Warszawa, Poland",52.2278131,21.0084407,4.1,2072,Województwo mazowieckie,00-695
Warsaw,restaurant,Gospoda Kwiaty Polskie,"Wąski Dunaj 4/6/8, 00-256 Warszawa, Poland",52.249764,21.011035,4.4,2268,Województwo mazowieckie,00-256
Warsaw,restaurant,Hala Koszyki,"Koszykowa 63, 00-667 Warszawa, Poland",52.2224832,21.0115264,4.6,22054,Województwo mazowieckie,00-667
Warsaw,restaurant,STOLICA Restauracja Stare Miasto Warszawa starówka kuchnia polska,"Szeroki Dunaj 1/3, 00-255 Warszawa, Poland",52.2494869,21.0105005,4.6,1209,Województwo mazowieckie,00-255
Warsaw,restaurant,Restauracja ELIXIR by Dom Wódki | polish restaurant Warsaw,"Wierzbowa 9/11, 00-094 Warszawa, Poland",52.2434747,21.0084895,4.7,1605,Województwo mazowieckie,00-094
Warsaw,restaurant,InFormal Kitchen,"plac Stanisława Małachowskiego 2, 00-066 Warszawa, Poland",52.2389951,21.0137444,4.7,2092,Województwo mazowieckie,00-067
Warsaw,restaurant,THAISTY,"plac Bankowy 4, 00-095 Warszawa, Poland",52.2431129,21.0033918,4.5,7477,Województwo mazowieckie,00-095
Warsaw,restaurant,Prodiz Warszawski,"Poznańska 16, 00-680 Warszawa, Poland",52.22521870000001,21.0119788,4.6,1754,Województwo mazowieckie,00-680
Warsaw,restaurant,Namaste India,"Nowogrodzka 15, 00-511 Warszawa, Poland",52.2295805,21.0164484,4.4,2653,Województwo mazowieckie,00-511
Warsaw,restaurant,Prime Cut | The best steak in Warsaw,"Twarda 18, 00-105 Warszawa, Poland",52.2344719,20.999164,4.5,2022,Województwo mazowieckie,00-105
Warsaw,restaurant,Restauracja Bubbles Warszawa,"plac Marszałka Józefa Piłsudskiego 9, 00-078 Warszawa, Poland",52.2429961,21.0114895,4.5,1105,Województwo mazowieckie,00-078
Warsaw,restaurant,RADIO CAFE,"Nowogrodzka 56, 00-695 Warszawa, Poland",52.2276932,21.0066691,4.4,2190,Województwo mazowieckie,00-695
Warsaw,restaurant,U Sióstr,"Złota 63A, 00-819 Warszawa, Poland",52.2300171,20.9989091,4.4,2769,Województwo mazowieckie,00-819
Warsaw,restaurant,Nuta,"LOKALIZACJA: ETHOS, plac Trzech Krzyży 10/14, 00-499 Warszawa, Poland",52.2290834,21.0231102,4.8,272,Województwo mazowieckie,00-535
Warsaw,restaurant,Restaurant Le Braci,"Górnośląska 24, 00-484 Warszawa, Poland",52.224413,21.0287939,4.5,484,Województwo mazowieckie,00-484
Warsaw,restaurant,Butchery & Wine,"Żurawia 22, 00-515 Warszawa, Poland",52.2285741,21.0154928,4.6,2171,Województwo mazowieckie,00-515
Warsaw,restaurant,Beef and Pepper Steak house,"Nowogrodzka 47A, 00-695 Warszawa, Poland",52.2277778,21.0083333,4.6,6963,Województwo mazowieckie,00-695
Warsaw,restaurant,Restauracja Kamienne Schodki s.c.,"Rynek Starego Miasta 26, 00-272 Warszawa, Poland",52.2504062,21.012195,4.5,1590,Województwo mazowieckie,00-272
Warsaw,restaurant,Rozbrat 20,"Rozbrat 20, 00-447 Warszawa, Poland",52.2241705,21.0350738,4.7,751,Województwo mazowieckie,00-447
Warsaw,restaurant,Barbakan-Korkociąg,"Freta 1, 00-227 Warszawa, Poland",52.2509138,21.0087707,4.1,1474,Województwo mazowieckie,00-227
Warsaw,restaurant,Restauracja Romantyczna,"Rynek Starego Miasta 18, 00-272 Warszawa, Poland",52.2501377,21.012398,4.2,878,Województwo mazowieckie,00-272
Warsaw,restaurant,Nobu Restaurant Warsaw,"Wilcza 73, 00-670 Warszawa, Poland",52.22291990000001,21.0076611,4.0,354,Województwo mazowieckie,00-671
Warsaw,restaurant,Reina Steakhouse,"Jasna 10, 00-013 Warszawa, Poland",52.2344326,21.0118995,4.6,1072,Województwo mazowieckie,00-013
Warsaw,restaurant,Le Petit Chef - Warsaw,"Grzybowska 63, 00-844 Warszawa, Poland",52.23331959999999,20.9862688,4.4,109,Województwo mazowieckie,00-844
Warsaw,restaurant,La Brasserie Moderne,"Królewska 11, 00-065 Warszawa, Poland",52.23979440000001,21.0126455,4.4,228,Województwo mazowieckie,00-065
Warsaw,restaurant,Restauracja PAPU,"al. Niepodległości 132/136, 02-554 Warszawa, Poland",52.204389,21.0100882,4.6,1016,Województwo mazowieckie,02-554
Warsaw,restaurant,Restauracja U Wieniawy,"plac Marszałka Józefa Piłsudskiego 9, 00-078 Warszawa, Poland",52.2430891,21.0116901,4.8,884,Województwo mazowieckie,00-078
Warsaw,restaurant,Hard Rock Cafe Warsaw,"Ul. Zlota, Złote Tarasy 59, 00-120 Złota, Poland",52.2299936,21.0040312,4.4,12594,Województwo mazowieckie,00-118
Warsaw,restaurant,Restauracja Literatka,"Krakowskie Przedmieście 87/89, 00-079 Warszawa, Poland",52.2468793,21.0132171,4.2,2725,Województwo mazowieckie,00-001
Warsaw,restaurant,Ceprownia - polska restauracja w góralskim stylu,"Krakowskie Przedmieście 7, 00-068 Warszawa, Poland",52.240268,21.0163496,4.5,1884,Województwo mazowieckie,00-068
Warsaw,restaurant,Restauracja Przy Zamku,"plac Zamkowy 15/19, 03-401 Warszawa, Poland",52.24797119999999,21.0135102,4.0,734,Województwo mazowieckie,03-412
Warsaw,restaurant,Wiesz co Zjesz,"plac Konstytucji 1, 00-647 Warszawa, Poland",52.2210293,21.0168745,4.6,1075,Województwo mazowieckie,00-647
Warsaw,restaurant,Nolita,"Wilcza 46, 00-679 Warszawa, Poland",52.22437189999999,21.0126248,4.6,509,Województwo mazowieckie,00-679
Warsaw,restaurant,Pod Gigantami,"Al. Ujazdowskie 24, 00-535 Warszawa, Poland",52.2270353,21.0236195,4.4,681,Województwo mazowieckie,00-535
Warsaw,restaurant,Platter by Karol Okrasa,"Emilii Plater 49, 00-125 Warszawa, Poland",52.2325771,21.0026669,4.6,588,Województwo mazowieckie,00-125
Warsaw,museum,Muzeum Powstania Warszawskiego,"Grzybowska 79, 00-844 Warszawa, Poland",52.2328613,20.9810343,4.7,35657,Województwo mazowieckie,00-844
Warsaw,museum,Muzeum Warszawy,"Rynek Starego Miasta 28/42, 00-272 Warszawa, Poland",52.2499581,21.0114383,4.6,3118,Województwo mazowieckie,00-288
Warsaw,museum,Muzeum Narodowe w Warszawie,"Aleje Jerozolimskie 3, 00-495 Warszawa, Poland",52.2321171,21.0242024,4.6,19751,Województwo mazowieckie,03
Warsaw,museum,The Royal Castle in Warsaw,"plac Zamkowy 4, 00-277 Warszawa, Poland",52.2477436,21.0141275,4.7,52801,Województwo mazowieckie,00-277
Warsaw,museum,Museum of Fryderyk Chopin in Warsaw,"Pałac Gnińskich, Okólnik 1, 00-368 Warszawa, Poland",52.23653969999999,21.0229345,4.5,5928,Województwo mazowieckie,00-355
Warsaw,museum,POLIN Museum of the History of Polish Jews,"Mordechaja Anielewicza 6, 00-157 Warszawa, Poland",52.2494958,20.993481,4.6,19211,Województwo mazowieckie,00-157
Warsaw,museum,Pawiak Prison Museum,"Dzielna 24/26, 00-162 Warszawa, Poland",52.24619999999999,20.9908939,4.6,2461,Województwo mazowieckie,00-162
Warsaw,museum,Muzeum Świat Iluzji / Museum World of Illusion,"Rynek Starego Miasta 21, 00-272 Warszawa, Poland",52.2495279,21.0118534,4.1,4307,Województwo mazowieckie,00-272
Warsaw,museum,Be Happy Museum Warszawa,"Aleje Jerozolimskie 148, 02-326 Warszawa, Poland",52.2135608,20.9517495,4.6,1061,Województwo mazowieckie,02-336
Warsaw,museum,Cosmos Muzeum Warszawa,"Łucka 15/3, 00-842 Warszawa, Poland",52.2322053,20.987699,4.0,3514,Województwo mazowieckie,00-842
Warsaw,museum,Katyń Museum,"Jana Jeziorańskiego 4, 01-521 Warszawa, Poland",52.2608777,21.0031187,4.7,1108,Województwo mazowieckie,01-521
Warsaw,museum,Muzeum Polskiej Wódki,"Plac Konesera 1, 03-736 Warszawa, Poland",52.25536409999999,21.0460038,4.6,3390,Województwo mazowieckie,03-736
Warsaw,museum,Museum of Polish Military Technology,"Powsińska 13, 02-920 Warszawa, Poland",52.1827288,21.0668741,4.6,2979,Województwo mazowieckie,02-920
Warsaw,museum,"MUZEUM DOMKÓW LALEK, GIER I ZABAWEK","Podwale 15, 00-252 Warszawa, Poland",52.2484158,21.0097179,4.6,1808,Województwo mazowieckie,00-252
Warsaw,museum,Warsaw Railway Museum,"Towarowa 3, 00-811 Warszawa, Poland",52.2263744,20.9870576,4.6,4759,Województwo mazowieckie,00-811
Warsaw,museum,Geological Museum,"Rakowiecka 4, 00-975 Warszawa, Poland",52.2103189,21.0127984,4.7,3592,Województwo mazowieckie,00-975
Warsaw,museum,Maria Skłodowska-Curie Museum,"Freta 16, 00-227 Warszawa, Poland",52.251534,21.0085499,4.5,1669,Województwo mazowieckie,00-227
Warsaw,museum,National Museum of Technology in Warsaw,"plac Defilad 1, 00-901 Warszawa, Poland",52.2304322,21.0059171,4.4,1446,Województwo mazowieckie,00-901
Warsaw,museum,Warszawskie Muzeum Komputerow i Gier,"przejście podziemne, al. Niepodległości 208a/Pawilon 1, 00-609 Warszawa, Poland",52.2169335,21.0044044,4.9,1080,Województwo mazowieckie,03
Warsaw,museum,Museum of King Jan III's Palace at Wilanów,"Stanisława Kostki Potockiego 10/16, 02-958 Warszawa, Poland",52.1651749,21.0905084,4.7,27273,Województwo mazowieckie,03
Warsaw,museum,Centrum Nauki Kopernik,"Wybrzeże Kościuszkowskie 20, 00-390 Warszawa, Poland",52.2418552,21.0287271,4.6,55829,Województwo mazowieckie,00-390
Warsaw,museum,Mauzoleum Walki i Męczeństwa,"aleja Jana Chrystiana Szucha 25, 00-580 Warszawa, Poland",52.2174725,21.0235452,4.6,632,Województwo mazowieckie,00-580
Warsaw,museum,Neon Museum,"Soho Factory, Praga District, Mińska 25/budynek 55, 03-808 Warszawa, Poland",52.2501549,21.0623581,4.4,1808,Województwo mazowieckie,01-247
Warsaw,museum,Muzeum Życia w PRL,"Piękna 28/34, 00-547 Warszawa, Poland",52.2234186,21.0164752,4.6,4967,Województwo mazowieckie,00-547
Warsaw,museum,"Interactive Museum of Pinball ""Pinball Station""","Kolejowa 8A, 01-210 Warszawa, Poland",52.22463279999999,20.9781884,4.8,3345,Województwo mazowieckie,01-210
Warsaw,museum,melt museum,"plac Powstańców Warszawy 2A, 00-030 Warszawa, Poland",52.2347408,21.0145492,4.1,687,Województwo mazowieckie,00-030
Warsaw,museum,Museum of Evolution,"plac Defilad, 00-901 Warszawa, Poland",52.2323287,21.0058526,4.3,2767,Województwo mazowieckie,00-901
Warsaw,museum,Centrum Pieniądza NBP im. Sławomira S. Skrzypka,"Świętokrzyska 11/21, 00-919 Warszawa, Poland",52.2361467,21.0145278,4.7,5857,Województwo mazowieckie,00-049
Warsaw,museum,Muzeum Wódki | muzeum Warszawa | museum Warsaw | Tourist attraction Warsaw,"Wierzbowa 11, 00-094 Warszawa, Poland",52.2433861,21.0076445,4.2,567,Województwo mazowieckie,00-094
Warsaw,museum,Zacheta,"plac Stanisława Małachowskiego 3, 00-916 Warszawa, Poland",52.2393814,21.0117982,4.5,4090,Województwo mazowieckie,02-972
Warsaw,museum,The Andrzej Wawrzyniak Asia and Pacific Museum,"Solec 24, 00-403 Warszawa, Poland",52.2334274,21.0367611,4.5,1704,Województwo mazowieckie,00-403
Warsaw,museum,National Museum of Ethnography,"Kredytowa 1, 00-056 Warszawa, Poland",52.2381792,21.0121447,4.4,2096,Województwo mazowieckie,00-056
Warsaw,museum,Museum of Modern Art,"Marszałkowska 103, 00-110 Warszawa, Poland",52.23314449999999,21.0092567,2.3,347,Województwo mazowieckie,00-110
Warsaw,museum,Niewidzialna Wystawa,"Aleje Jerozolimskie 123a, 02-017 Warszawa, Poland",52.2249493,20.9911296,4.8,2735,Województwo mazowieckie,02-017
Warsaw,museum,Muzeum Sztuki Fantastycznej,"Ząbkowska 31, 03-736 Warszawa, Poland",52.25491599999999,21.0449593,4.5,385,Województwo mazowieckie,03-736
Warsaw,museum,Muzeum Warszawskiej Pragi,"Targowa 50/52, 03-733 Warszawa, Poland",52.25160959999999,21.0392656,4.5,1333,Województwo mazowieckie,03-733
Warsaw,museum,"Xawery Dunikowski Museum in Królikarnia, Branch of the National Museum in Warsaw","Puławska 113a, 02-707 Warszawa, Poland",52.1890908,21.0284115,4.6,2255,Województwo mazowieckie,02-707
Warsaw,museum,"Museum of the 10th Pavilion of the Warsaw Citadel, branch of the Independence Museum","Skazańców 25, 01-532 Warszawa, Poland",52.2668689,21.0008523,4.5,1821,Województwo mazowieckie,01-532
Warsaw,museum,Polish Army Museum,"Cytadela Warszawska - Plac Gwardii Pieszej Koronnej - Pawilon Południowy, Dymińska 13, 01-519 Warszawa, Poland",52.2641934,20.999474,4.6,8293,Województwo mazowieckie,01-538
Warsaw,museum,Museum of the Warsaw Archdiocese,"Ulica Dziekania 1, 00-279 Warszawa, Poland",52.2487891,21.0140347,4.6,506,Województwo mazowieckie,00-279
Warsaw,museum,Muzeum Historii Polski - Cytadela Warszawska,"Gwardii 1, 01-538 Warszawa, Poland",52.2649321,21.0007102,4.1,875,Województwo mazowieckie,01-538
Warsaw,museum,Museum of Caricature E. Lipiński,"Kozia 11, 00-070 Warszawa, Poland",52.24503499999999,21.013155,4.3,694,Województwo mazowieckie,00-070
Warsaw,museum,Free Belarus Museum,"Foksal 11, 00-327 Warszawa, Poland",52.2337487,21.0217953,4.7,20,Województwo mazowieckie,00-372
Warsaw,museum,Muzeum Zimnej Wojny im. generała Kuklińskiego,"Jezuicka 1/3, 00-281 Warszawa, Poland",52.2494263,21.0133035,4.8,180,Województwo mazowieckie,00-281
Warsaw,museum,Jewish Historical Institute,"Tłomackie 3/5, 00-090 Warszawa, Poland",52.24432410000001,21.0027497,4.5,172,Województwo mazowieckie,00-088
Warsaw,museum,"Monument Interpretation Center, branch of the Museum of Warsaw","Brzozowa 11/13, 00-278 Warszawa, Poland",52.2501486,21.0131144,4.4,182,Województwo mazowieckie,00-258
Warsaw,museum,Antonina Leśniewska Museum of Pharmacy,"Piwna 31/33, 00-265 Warszawa, Poland",52.2490493,21.0113358,4.4,353,Województwo mazowieckie,00-265
Warsaw,museum,Lazienki Palace,"Agrykola 1, 00-460 Warszawa, Poland",52.2150475,21.035814,4.8,18938,Województwo mazowieckie,00-460
Warsaw,museum,"Adam Mickiewicz Museum of Literature, Warsaw","Rynek Starego Miasta 20, 00-272 Warszawa, Poland",52.2502752,21.0124325,4.4,234,Województwo mazowieckie,00-272
Warsaw,museum,Museum of Independence,"al. „Solidarności” 62, 00-240 Warszawa, Poland",52.2454139,21.0041771,4.4,282,Województwo mazowieckie,00-240
Warsaw,museum,Warsaw Gasworks Museum,"Seweryna Krzyżanowskiego 7, 01-220 Warszawa, Poland",52.2265662,20.9666344,4.7,426,Województwo mazowieckie,01-220
Warsaw,museum,Warsaw Fotoplastikon,"Aleje Jerozolimskie 51, 00-697 Warszawa, Poland",52.2286022,21.0086053,4.6,1052,Województwo mazowieckie,00-697
Warsaw,museum,Museum of Hunting and Horsemanship,"Agrykola 1, 00-460 Warszawa, Poland",52.2135173,21.039022,4.6,400,Województwo mazowieckie,00-460
Warsaw,museum,Art Box Experience,"Żelazna 51/53, 00-841 Warszawa, Poland",52.2324761,20.9917077,4.6,1139,Województwo mazowieckie,00-841
Warsaw,museum,Museum of Sport and Tourism,"Wybrzeże Gdyńskie 4, 01-531 Warszawa, Poland",52.274072,20.9970887,4.6,730,Województwo mazowieckie,01-531
Warsaw,museum,Ujazdów Castle,"Jazdów 2, 00-467 Warszawa, Poland",52.2195765,21.0304445,4.6,3832,Województwo mazowieckie,00-467
Warsaw,museum,Museum of the University of Warsaw,"Krakowskie Przedmieście 32, 00-927 Warszawa, Poland",52.2406186,21.0166352,4.6,71,Województwo mazowieckie,00-927
Warsaw,museum,Museum of Cursed Soldiers and Political Prisoners of the Polish People’s Republic,"Rakowiecka 37, 02-521 Warszawa, Poland",52.20769929999999,21.0109348,4.8,822,Województwo mazowieckie,02-521
Warsaw,museum,"Museum of the Earth, Polish Academy of Sciences","aleja Na Skarpie 20/26, 00-488 Warszawa, Poland",52.2290234,21.0284808,4.4,768,Województwo mazowieckie,00-488
Warsaw,museum,Warsaw Bread Museum,"Jadowska 2, 03-761 Warszawa, Poland",52.26164,21.0574648,4.9,12,Województwo mazowieckie,03-762
Warsaw,park,Royal Łazienki Park,"Agrykola 1, 00-460 Warszawa, Poland",52.2146733,21.0328941,4.8,87883,Masovian Voivodeship,03
Warsaw,park,Ujazdowski Park,"Al. Ujazdowskie 6, 00-001 Warszawa, Poland",52.2206481,21.02687,4.7,7871,Województwo mazowieckie,00-467
Warsaw,park,Saxon Garden,"Marszałkowska, 00-102 Warszawa, Poland",52.240265,21.0076337,4.7,27303,Masovian Voivodeship,03
Warsaw,park,Skaryszewski Park in the name of Ignacy Jan Paderewski,"al. Jerzego Waszyngtona, 00-999 Warszawa, Poland",52.2420521,21.0543913,4.7,14858,Masovian Voivodeship,03
Warsaw,park,Park Świętokrzyski,"Świętokrzyska, 00-901 Warszawa, Poland",52.2340384,21.0059978,4.5,4817,Województwo mazowieckie,00-901
Warsaw,park,Park Szczęśliwicki,"02-384 Warsaw, Poland",52.20474129999999,20.9593258,4.7,15433,Województwo mazowieckie,02-384
Warsaw,park,Park Morskie Oko,"Puławska 53B, Warszawa, Poland",52.2066104,21.0262422,4.6,5742,Województwo mazowieckie,03
Warsaw,park,Park Józefa Polińskiego,"Szaserów 125, 04-349 Warszawa, Poland",52.2485846,21.0899262,4.6,3425,Województwo mazowieckie,04-349
Warsaw,park,Arkadia Park,"Puławska, 02-700 Warszawa, Poland",52.1906985,21.0285345,4.7,3975,Województwo mazowieckie,02-700
Warsaw,park,Krasiński Garden,"Gen. W. Andersa, 00-242 Warszawa, Poland",52.248222,21.0027489,4.7,9190,Masovian Voivodeship,03
Warsaw,park,Park Mirowski,"plac Mirowski 1, 00-138 Warszawa, Poland",52.2382314,20.9992694,4.4,1032,Masovian Voivodeship,03
Warsaw,park,Bródnowski Park,"03-337 Warsaw, Poland",52.2906686,21.0369218,4.6,9006,Masovian Voivodeship,03
Warsaw,park,Park Łazienki Królewskie,"Agrykola 1, 00-747 Warszawa, Poland",52.2164542,21.030265,4.9,542,Województwo mazowieckie,00-467
Warsaw,park,Marshal Edward Rydz-Śmigły Park,"Rozbrat, 02-510 Warszawa, Poland",52.228322,21.0300749,4.6,4406,Województwo mazowieckie,02-510
Warsaw,park,Stefan Żeromski Park,"Warsaw, Poland",52.2684168,20.988494,4.7,4423,Masovian Voivodeship,03
Warsaw,park,Park Praski,"al. „Solidarności”, 03-461 Warszawa, Poland",52.2528201,21.027713,4.6,6538,Województwo mazowieckie,03-461
Warsaw,park,Zasław Malicki park,"Mariana Nowickiego 2, 02-112 Warszawa, Poland",52.2036023,20.9791415,4.6,1213,Masovian Voivodeship,03
Warsaw,park,Józef Sowiński Park,"Elekcyjna 17, 01-131 Warszawa, Poland",52.2317105,20.9477619,4.5,2055,Województwo mazowieckie,01-131
Warsaw,park,Park Kazimierzowski,"Browarna, Warszawa, Poland",52.24111730000001,21.0211639,4.5,1087,Województwo mazowieckie,03
Warsaw,park,Warsaw Insurgents Park,"Wolska, 01-258 Warszawa, Poland",52.2265346,20.9379068,4.7,2156,Województwo mazowieckie,01-258
Warsaw,park,Pole Mokotowskie,"al. Niepodległości, Warszawa, Poland",52.2126297,21.0034235,4.7,25031,Województwo mazowieckie,03
Warsaw,park,Górczewska Park,"Park, Górczewska, Warszawa, Poland",52.2335236,20.9053919,4.6,6798,Województwo mazowieckie,01-318
Warsaw,park,Moat Park and the Citadel Slopes in Warsaw,"Wybrzeże Gdyńskie, 01-532 Warszawa, Poland",52.2682358,20.9975831,4.8,636,Województwo mazowieckie,01-532
Warsaw,park,Park Edwarda Szymańskiego,"Elekcyjna, Warszawa, Poland",52.2338677,20.9518058,4.7,7000,Województwo mazowieckie,03
Warsaw,park,Park Pięciu Sióstr,"Aleje Jerozolimskie, 00-001 Warszawa, Poland",52.2170277,20.9665155,4.4,3104,Masovian Voivodeship,03
Warsaw,park,Mark Kotański Park,"1 Sierpnia, Warszawa, Poland",52.19573399999999,20.9682942,4.5,826,Województwo mazowieckie,03
Warsaw,park,Lasek na Kole,"00-999 Warsaw, Poland",52.2522201,20.9485739,4.6,2782,Masovian Voivodeship,03
Warsaw,park,Park ze Stawami Cietrzewia,"Cietrzewia, 02-480 Warszawa, Poland",52.2008836,20.9226037,4.8,2893,Województwo mazowieckie,02-490
Warsaw,park,Prince Janusz Park,"Koło, 00-001 Warszawa, Poland",52.2491467,20.9409458,4.7,470,Masovian Voivodeship,03
Warsaw,park,Park Akcji Burza,"Bartycka, 00-716 Warszawa, Poland",52.2119589,21.0555757,4.7,1428,Województwo mazowieckie,00-716
Warsaw,park,Park Olszyna,"Gąbińska, 00-001 Warszawa, Poland",52.2707237,20.9589503,4.5,2523,Województwo mazowieckie,01-703
Warsaw,park,Park. Pope John Paul II,"Eugeniusza Romera, 02-781 Warszawa, Poland",52.15630789999999,21.0282611,4.5,1534,Województwo mazowieckie,02-781
Warsaw,park,Las Bródnowski,"Ludwika Kondratowicza, Warszawa, Poland",52.2974578,21.0643365,4.6,3597,Województwo mazowieckie,03
Warsaw,park,Park Znicza,"Znicza 04-133, 04-121 Warszawa, Poland",52.2374095,21.0960371,4.6,1915,Województwo mazowieckie,04-121
Warsaw,park,General Gustaw Orlicz-Dreszer Park,"Puławska, 02-605 Warszawa, Poland",52.1977932,21.0211077,4.6,3082,Województwo mazowieckie,02-605
Warsaw,park,Park Agrykola,"01-001 Warsaw, Poland",52.2194598,21.0326975,4.7,243,Masovian Voivodeship,03
Warsaw,park,Park Dolinka Służewska,"Dolina Służewiecka, 00-001 Warszawa, Poland",52.1676391,21.0327499,4.5,4439,Masovian Voivodeship,03
Warsaw,park,Park Sielecki,"Sobieszyńska 35, Warszawa, Poland",52.19855949999999,21.0408363,4.6,924,Województwo mazowieckie,03
Warsaw,park,Park,"00-001 Warsaw, Poland",52.2306362,20.930041,4.5,32,Województwo mazowieckie,01-102
Warsaw,park,Park Sady Żoliborskie,"01-626 Warsaw, Poland",52.26737379999999,20.9723963,4.7,1698,Masovian Voivodeship,03
Warsaw,park,Park Romana Kozłowskiego,"Aleja Komisji Edukacji Narodowej, 02-785 Warszawa, Poland",52.1637333,21.0227975,4.6,2434,Województwo mazowieckie,02-785
Warsaw,park,Park. Zbigniew Herbert,"Zbigniewa Romaszewskiego, Warszawa, Poland",52.27352270000001,20.9551625,4.5,1262,Województwo mazowieckie,03
Warsaw,park,Greater Poland Park,"Aleja Wielkopolski, 02-064 Warszawa, Poland",52.2178264,20.9946443,4.5,595,Województwo mazowieckie,02-064
Warsaw,park,Park Szustrów,"aleja Andrzeja Panufnika, Warszawa, Poland",52.2039708,21.0248011,4.7,210,Województwo mazowieckie,03
Warsaw,park,Maria Sklodowska-Curie Park,"M. Skłodowskiej-Curie, 02-093 Warszawa, Poland",52.2147955,20.9846646,4.4,155,Województwo mazowieckie,02-034
Warsaw,park,Wilanów Park,"02-958 Warsaw, Poland",52.1631444,21.0902158,4.7,296,Masovian Voivodeship,03
Warsaw,park,Ławeczki w parku,"aleja Mariana Brandysa, Warszawa, Poland",52.2275544,21.0306711,4.4,12,Województwo mazowieckie,03
