track_name,album_name,release_date,track_id,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics_url
Pleasure Is All Mine - Live,Voltaic,2009-06-23,1VzO5eYRnBSIrX4nQ3FsXM,200493,0.415,0.184,5,-14.542,0,0.0324,0.843,0.314,0.154,0.0398,92.077,https://genius.com/Bjork-pleasure-is-all-mine-live-2007-lyrics
Innocence - Live,Voltaic,2009-06-23,2asRfyDv8yLRdRq3WXN2Wh,239920,0.551,0.452,2,-11.191,1,0.403,0.319,0,0.0818,0.384,116.917,https://genius.com/Bjork-innocence-live-2007-lyrics
Army Of Me - Live,Voltaic,2009-06-23,0rn546qln1IFYlFYyjqil0,260146,0.373,0.853,10,-7.265,0,0.0807,0.0193,0.00885,0.108,0.289,171.938,https://genius.com/Bjork-army-of-me-live-2007-lyrics
I Miss You - Live,Voltaic,2009-06-23,5OIGghIs6lDnavsTeOdl9M,210466,0.443,0.576,0,-13.949,0,0.101,0.0434,0.000229,0.0642,0.479,119.712,https://genius.com/Bjork-i-miss-you-live-2007-lyrics
Earth Intruders - Live,Voltaic,2009-06-23,4mtOM1GRzcjhb5KAkwl24Y,231746,0.611,0.744,1,-12.252,1,0.138,0.161,0.000276,0.313,0.422,109.038,https://genius.com/Bjork-earth-intruders-live-2007-lyrics
All Is Full Of Love - Live,Voltaic,2009-06-23,0lLXitSusKQj4csgc0Hso7,244773,0.472,0.407,1,-13.207,1,0.0302,0.153,0.00642,0.11,0.153,152.053,https://genius.com/Bjork-all-is-full-of-love-live-2001-lyrics
Pagan Poetry - Live,Voltaic,2009-06-23,42d5xVC6VWC5p03not3sYi,314493,0.479,0.306,1,-13.711,0,0.0284,0.245,2.17e-06,0.067,0.149,131.939,https://genius.com/Bjork-pagan-poetry-live-2007-lyrics
Vertebrae By Vertebrae - Live,Voltaic,2009-06-23,0bVIZXsO2MOIOwCJS2s3q5,308520,0.439,0.525,7,-11.988,1,0.062,0.39,0.000429,0.108,0.107,106.232,https://genius.com/Bjork-vertebr-by-vertebr-live-2007-lyrics
Declare Independence - Live,Voltaic,2009-06-23,1djhyuh04uqWOucOAKFlxW,258280,0.452,0.816,10,-10.043,0,0.0625,0.00753,0.415,0.0758,0.072,149.059,https://genius.com/Bjork-declare-independence-live-2007-lyrics
Earth Intruders - Xxxchange Remix,Voltaic,2009-06-23,3N6TuoP70x0wL8L6Ypb0KE,277906,0.732,0.747,7,-7.775,1,0.212,0.0258,2.43e-06,0.245,0.684,114.056,https://genius.com/Bjork-earth-intruders-xxxchange-remix-lyrics
Innocence - Simian Mobile Disco Remix,Voltaic,2009-06-23,67akRf93bo4e27WohfdWKo,466720,0.709,0.705,2,-10.222,1,0.0579,0.001,0.844,0.109,0.158,119.99,https://genius.com/Bjork-innocence-simian-mobile-disco-remix-lyrics
Declare Independence - Matthew Herbert 12'',Voltaic,2009-06-23,2b6vk01R747wFmdnCFIx90,325773,0.379,0.358,1,-12.938,1,0.405,0.0559,0.143,0.336,0.402,89.855,Lyrics not found
Wanderlust - Ratatat Remix,Voltaic,2009-06-23,6OTqXAOccAKVIv0ZrNGphV,325933,0.517,0.732,1,-7.576,0,0.248,0.347,0.0129,0.0817,0.445,129.792,https://genius.com/Bjork-wanderlust-ratatat-remix-lyrics
Dull Flame Of Desire - Modeselektor Remix For Girls,Voltaic,2009-06-23,2G965QqSY6CicB65ce7ej3,378626,0.49,0.508,0,-11.125,1,0.0727,0.00204,0.24,0.088,0.378,129.958,https://genius.com/Bjork-the-dull-flame-of-desire-modeselektors-remix-for-girls-lyrics
Earth Intruders - Lexx Remix,Voltaic,2009-06-23,5MbvuBBg3DgYOKmUMYIFVI,401346,0.641,0.483,11,-11.832,0,0.193,0.0882,0.368,0.0743,0.262,125.032,Lyrics not found
Innocence - Graeme Sinden Remix,Voltaic,2009-06-23,5MfTIQOdBOB4jFEMcIwpuA,272360,0.842,0.799,7,-8.37,1,0.121,0.000556,0.831,0.0368,0.871,134.998,https://genius.com/Bjork-innocence-graeme-sinden-remix-lyrics
"Declare Independence - Ghostigital In Deep End Dance Remix 12""",Voltaic,2009-06-23,70gBkbZYFTc188UwqkP4tA,173786,0.294,0.971,1,-5.371,1,0.716,0.131,3.89e-06,0.326,0.323,183.952,https://genius.com/Bjork-declare-independence-ghostigital-in-deep-end-dance-remix-12-lyrics
Dull Flame Of Desire - Modeselektor Remix For Boys,Voltaic,2009-06-23,10SMlPugXOkeOXCJMgk4q3,324493,0.737,0.346,7,-11.478,1,0.0377,0.00182,0.0317,0.11,0.215,139.998,Lyrics not found
Innocence - Alva Noto Unitxt Remix,Voltaic,2009-06-23,2Fhj3nBltxfrKj5QiJwlfk,375640,0.817,0.455,6,-9.724,0,0.329,0.0377,5.08e-05,0.826,0.201,119.972,https://genius.com/Bjork-innocence-alva-noto-unitxt-remix-lyrics
Declare Independence - Black Pus Remix,Voltaic,2009-06-23,4V6KBPEGetA6k5RMbvYJqL,527386,0.478,0.96,10,-7.365,0,0.168,0.237,0.826,0.105,0.0341,149.616,Lyrics not found
Innocence - Simian Mobile Disco Dub Remix,Voltaic,2009-06-23,6YlAOSHSJ7HSums8BrIu7w,466293,0.73,0.652,6,-11.688,0,0.0693,0.000704,0.886,0.11,0.0515,119.988,Lyrics not found
Earth Intruders,Volta,2007-05-01,73ZKyaocTTQMfUfHaUTl7n,373853,0.621,0.948,1,-7.868,1,0.266,0.418,0.00258,0.376,0.172,109.03,https://genius.com/Bjork-earth-intruders-lyrics
Wanderlust,Volta,2007-05-01,6IhJzTzeoY4Cddxhfs1998,351013,0.513,0.832,6,-7.29,1,0.075,0.537,3.45e-05,0.106,0.161,130.106,https://genius.com/Bjork-wanderlust-lyrics
The Dull Flame Of Desire,Volta,2007-05-01,3OCU4XGKXnm9yShD3P76mr,450200,0.538,0.529,2,-10.134,0,0.0748,0.79,2.03e-05,0.114,0.218,130.091,https://genius.com/Bjork-the-dull-flame-of-desire-lyrics
Innocence,Volta,2007-05-01,0iueeiLctiCvX29YzRazhX,267040,0.431,0.688,6,-6.1,0,0.375,0.56,0,0.0805,0.43,86.967,https://genius.com/Bjork-innocence-lyrics
I See Who You Are,Volta,2007-05-01,19wL8qWYoIMrJfz8NB2to0,262105,0.355,0.235,0,-11.316,0,0.0319,0.723,0.000862,0.599,0.135,103.92,https://genius.com/Bjork-i-see-who-you-are-lyrics
Vertebrae By Vertebrae,Volta,2007-05-01,2fjRx1xSG9XGyVvtBcUPHC,308213,0.514,0.576,4,-9.288,0,0.0456,0.543,0.000273,0.435,0.142,106.038,https://genius.com/Bjork-vertebr-by-vertebr-lyrics
Pneumonia,Volta,2007-05-01,73I9QgOj8fWYDCgTtOXYl5,314146,0.178,0.109,0,-15.328,1,0.0354,0.988,0.00139,0.437,0.0317,92.967,https://genius.com/Bjork-pneumonia-lyrics
Hope,Volta,2007-05-01,5xX6QOoEQd1HKQqA1zoJIW,242866,0.534,0.657,2,-11.717,1,0.104,0.147,0.137,0.369,0.199,193.821,https://genius.com/Bjork-hope-lyrics
Declare Independence,Volta,2007-05-01,2ggYtCBapu8Oo6UyECsvsG,253453,0.533,0.973,1,-5.38,1,0.169,0.156,0.0306,0.173,0.0407,148.901,https://genius.com/Bjork-declare-independence-lyrics
My Juvenile,Volta,2007-05-01,3lxKjS886UvaslrvDkCESQ,253546,0.448,0.178,9,-12.96,0,0.0417,0.946,0,0.119,0.364,126.686,https://genius.com/Bjork-my-juvenile-lyrics
Gratitude,Drawing Restraint 9,2005-07-25,3tBiSZ8OZhLh20WQZuqi0O,299800,0.342,0.235,5,-16.195,1,0.0555,0.788,0,0.108,0.404,77.191,https://genius.com/Bjork-gratitude-lyrics
Pearl,Drawing Restraint 9,2005-07-25,2rVum3B7t8Q8D8DNWyEdVw,222933,0.244,0.127,6,-22.405,0,0.0617,0.688,0.0229,0.153,0.12,86.908,https://genius.com/Bjork-pearl-lyrics
Ambergris March,Drawing Restraint 9,2005-07-25,46T2FKNRKwPiMlU9t0j6cZ,237026,0.643,0.659,5,-14.698,0,0.0271,0.0151,0.0304,0.15,0.392,109.99,https://genius.com/Bjork-ambergris-march-lyrics
Bath,Drawing Restraint 9,2005-07-25,1DzYj1iaBZ4OMwUoSIsEVx,307093,0.209,0.117,5,-21.741,1,0.0377,0.906,0.00063,0.113,0.0393,79.703,https://genius.com/Bjork-bath-lyrics
Hunter Vessel,Drawing Restraint 9,2005-07-25,7K5cVF2WGsrHxQ9OvZs66n,396453,0.366,0.0986,7,-15.498,1,0.0371,0.983,0.966,0.0618,0.0349,102.069,https://genius.com/Bjork-hunter-vessel-lyrics
Shimenawa,Drawing Restraint 9,2005-07-25,06e4QF5UO5qwkedilD9yNE,168066,0.156,0.000307,6,-28.206,0,0.0387,0.875,0.922,0.204,0.142,131.796,https://genius.com/Bjork-shimenawa-lyrics
Vessel Shimenawa,Drawing Restraint 9,2005-07-25,0gLYYIBM2H1Qqpm3pRxlAE,114600,0.299,0.00628,11,-19.398,0,0.0381,0.985,0.919,0.11,0.0703,169.875,https://genius.com/Bjork-vessel-shimenawa-lyrics
Storm,Drawing Restraint 9,2005-07-25,0uGCc37bi9nvI3dAoWcAqU,332013,0.112,0.483,1,-10.136,0,0.0562,0.659,0.00518,0.163,0.0569,179.438,https://genius.com/Bjork-storm-lyrics
Holographic Entrypoint,Drawing Restraint 9,2005-07-25,40xwtoDgK1p8OUS5yX0Qkf,597466,0.335,0.125,7,-18.231,1,0.256,0.941,0,0.13,0.13,83.64,https://genius.com/Bjork-holographic-entrypoint-lyrics
Cetacea,Drawing Restraint 9,2005-07-25,5aoINhlAduWNLnu6haFN9b,192893,0.233,0.197,10,-16.169,1,0.0437,0.879,0.00486,0.24,0.0738,54.941,https://genius.com/Bjork-cetacea-lyrics
Antartic Return,Drawing Restraint 9,2005-07-25,3TtSP4tKb84A2QQkOnhXtX,258186,0.213,0.00668,9,-26.182,1,0.0403,0.835,0.809,0.196,0.0375,67.238,https://genius.com/Bjork-antarctic-return-lyrics
Pleasure Is All Mine,Medúlla,2004-08-31,7zLWUQ4gNwDr8FNTtzSizo,206773,0.164,0.308,5,-13.693,0,0.0335,0.918,0.00107,0.074,0.0367,92.215,https://genius.com/Bjork-pleasure-is-all-mine-lyrics
Show Me Forgiveness,Medúlla,2004-08-31,09b3awFKYpX8AHUYaF04ty,83826,0.486,0.0256,7,-19.634,1,0.0382,0.907,0,0.206,0.538,81.916,https://genius.com/Bjork-show-me-forgiveness-lyrics
Where Is The Line,Medúlla,2004-08-31,1GzjQRlfenhwXikSzP8BMw,281200,0.414,0.692,2,-9.472,1,0.185,0.571,0.0087,0.18,0.258,80.048,https://genius.com/Bjork-where-is-the-line-lyrics
Vokuro,Medúlla,2004-08-31,6Es2GbFbYM4u7sJQW2wyte,194040,0.335,0.0841,11,-15.834,0,0.0329,0.956,0,0.103,0.195,84.953,https://genius.com/Bjork-vokuro-lyrics
Oll Birtan,Medúlla,2004-08-31,2SlWS1QZzteWJb1Q517L14,112080,0.471,0.0839,7,-12.634,1,0.0441,0.892,0,0.341,0.562,82.352,https://genius.com/Bjork-oll-birtan-lyrics
"Who Is It (Carry My Joy On The Left, Carry My Pain On The Right)",Medúlla,2004-08-31,7nG7rmmtnAliibLwklkLkb,237346,0.532,0.734,8,-7.412,1,0.28,0.226,2.27e-05,0.256,0.119,92.391,https://genius.com/Bjork-who-is-it-carry-my-joy-on-the-left-carry-my-pain-on-the-right-lyrics
Submarine,Medúlla,2004-08-31,7hnQ4COiojjyXuoFCAjQGi,193653,0.196,0.148,10,-13.451,1,0.033,0.918,5.16e-06,0.113,0.0365,147.125,https://genius.com/Bjork-submarine-lyrics
Desired Constellation,Medúlla,2004-08-31,49ZUpa1AG8OCFic4Q63L4s,295533,0.351,0.0859,8,-16.947,0,0.0357,0.849,0.000102,0.105,0.117,109.782,https://genius.com/Bjork-desired-constellation-lyrics
Oceania,Medúlla,2004-08-31,7rE0T7wX1omYDAj2LU7f1z,204853,0.408,0.596,5,-8.365,0,0.167,0.474,0,0.238,0.485,199.931,https://genius.com/Bjork-oceania-lyrics
Sonnets / Unrealities XI,Medúlla,2004-08-31,5xx8T56isKymJDeIgKNmS6,119560,0.385,0.0951,7,-13.878,1,0.0593,0.838,0,0.225,0.338,78.13,https://genius.com/Bjork-sonnets-unrealities-xi-lyrics
Ancestors,Medúlla,2004-08-31,0iYBf6iOkcMrep6WZiVaC0,248346,0.283,0.255,9,-13.29,0,0.0358,0.955,0.000429,0.311,0.0842,111.076,https://genius.com/Bjork-ancestors-lyrics
Mouths Cradle,Medúlla,2004-08-31,2cyoqhQXL8HdbAydLtpUxZ,239826,0.356,0.531,1,-8.993,1,0.0483,0.678,4.23e-05,0.161,0.357,79.918,https://genius.com/Bjork-mouths-cradle-lyrics
Midvikudags,Medúlla,2004-08-31,0WFuM3mdcg96HpIunFnl62,84693,0.191,0.411,2,-11.115,1,0.038,0.887,0.00102,0.0843,0.223,87.22,https://genius.com/Bjork-mivikudags-lyrics
Triumph Of A Heart,Medúlla,2004-08-31,2xMjSaJTUcwlv6lKQGTb5g,244213,0.733,0.9,11,-7.011,0,0.101,0.503,0.000893,0.16,0.598,120.011,https://genius.com/Bjork-triumph-of-a-heart-lyrics
Frosti - Live,Vespertine (Live),2003-08-18,6c9ZCRQLY5v1pBT24YaEop,83586,0.296,0.408,9,-21.213,1,0.033,0.382,0.966,0.667,0.591,140.071,https://genius.com/Bjork-frosti-live-2001-lyrics
Overture - Live,Vespertine (Live),2003-08-18,3LDcCEDzZIPAEjA7V4RbVm,216200,0.062,0.0565,3,-16.061,1,0.0441,0.982,0.905,0.73,0.0381,71.385,https://genius.com/Bjork-overture-live-2001-lyrics
All Is Full Of Love - Live,Vespertine (Live),2003-08-18,1frwaNf3QD9W9Q5apfo1Qg,244586,0.345,0.461,6,-10.678,1,0.0349,0.277,0.0204,0.676,0.108,152.022,https://genius.com/Bjork-all-is-full-of-love-live-2001-lyrics
Cocoon - Live,Vespertine (Live),2003-08-18,4Kl0Z7o4e3gPnlx2NTJwxb,271546,0.496,0.195,9,-18.066,1,0.0406,0.738,0.00378,0.709,0.0676,128.259,https://genius.com/Bjork-cocoon-live-2001-lyrics
Aurora - Live,Vespertine (Live),2003-08-18,0oaK6YhUUpmYIGtOmWX4LC,224186,0.528,0.562,9,-12.908,0,0.109,0.487,0.00224,0.936,0.276,119.949,https://genius.com/Bjork-aurora-live-2001-lyrics
Undo - Live,Vespertine (Live),2003-08-18,4L3aXPkmdTXf4evlcwYwdN,348706,0.303,0.38,2,-13.689,0,0.0412,0.805,0.13,0.7,0.04,116.069,https://genius.com/Bjork-undo-live-2015-lyrics
Unravel - Live,Vespertine (Live),2003-08-18,2aITn3wWHIzEAgXK4GfIHR,218120,0.234,0.154,7,-17.791,1,0.0336,0.75,0.000412,0.706,0.0646,85.232,https://genius.com/Bjork-unravel-live-2001-lyrics
I've Seen It All - Live,Vespertine (Live),2003-08-18,6jua0zhxMM1STKGqvZIYfm,317800,0.31,0.462,11,-14.465,0,0.142,0.645,0.0124,0.804,0.394,147.88,https://genius.com/Bjork-ive-seen-it-all-live-2001-lyrics
An Echo A Stain - Live,Vespertine (Live),2003-08-18,7AGi7vQDpiU7GW0uMvtZRt,275773,0.304,0.438,2,-15.717,1,0.109,0.759,0.173,0.732,0.0919,126.583,https://genius.com/Bjork-an-echo-a-stain-live-2001-lyrics
Generous Palmstroke - Live,Vespertine (Live),2003-08-18,2MvFCkfKNmoqvqvkVsenO1,248720,0.456,0.151,5,-16.637,0,0.0398,0.809,0.00357,0.723,0.128,102.254,https://genius.com/Bjork-generous-palmstroke-live-2001-lyrics
Hidden Place - Live,Vespertine (Live),2003-08-18,5MhGJDs5LmN94zBv6lyak1,337133,0.413,0.71,9,-8.978,0,0.0999,0.283,0.00321,0.72,0.232,150.015,https://genius.com/Bjork-hidden-place-live-2001-lyrics
Pagan Poetry - Live,Vespertine (Live),2003-08-18,0KOBWVhyuEihhy8WPROMfd,330480,0.6,0.488,1,-11.308,0,0.0402,0.274,4.36e-06,0.978,0.183,131.89,https://genius.com/Bjork-pagan-poetry-live-2007-lyrics
Harm Of Will - Live,Vespertine (Live),2003-08-18,7pO4PMUbjBXDFxqfH5kamh,271426,0.236,0.189,1,-15.335,1,0.0333,0.962,0.0163,0.672,0.0377,84.61,https://genius.com/Bjork-harm-of-will-live-2001-lyrics
It's Not Up To You - Live,Vespertine (Live),2003-08-18,28AgPPkhMcSKFfPQ5uD8ab,324026,0.523,0.614,6,-12.623,0,0.143,0.425,0.00036,0.972,0.332,79.933,https://genius.com/Bjork-its-not-up-to-you-live-2001-lyrics
Unison - Live,Vespertine (Live),2003-08-18,4cb3WJSuUEaYzBJXjqxlVo,382533,0.419,0.468,5,-14.185,1,0.0534,0.678,0.507,0.828,0.339,73.98,https://genius.com/Bjork-unison-live-2001-lyrics
It's In Our Hands - Live,Vespertine (Live),2003-08-18,3ccIeWAZAWbgDQIOGLJ6te,387480,0.445,0.796,2,-15.261,0,0.465,0.266,0.308,0.958,0.134,88.028,https://genius.com/Bjork-its-in-our-hands-live-2001-lyrics
Headphones - Live,Post (Live),2003-08-18,5rPMcG699BWncdF4DMD3F8,178946,0.402,0.492,4,-11.805,1,0.0779,0.142,0.2,0.907,0.268,96.939,https://genius.com/Bjork-headphones-live-on-february-27th-1997-lyrics
Army Of Me - Live,Post (Live),2003-08-18,7GYERydhPtQsu80LsxjPyF,244466,0.551,0.98,1,-2.6,1,0.0723,0.0325,0.0558,0.99,0.365,85.957,https://genius.com/Bjork-army-of-me-live-2007-lyrics
One Day - Live,Post (Live),2003-08-18,7Lt5Ugd14ke0Q9JF8cZr00,217000,0.372,0.63,5,-10.801,0,0.0301,0.986,0.317,0.208,0.706,111.767,https://genius.com/Bjork-one-day-live-2013-lyrics
The Modern Things - Live,Post (Live),2003-08-18,3qvLbE6RAUhiBgW1RwvBHo,232360,0.315,0.773,7,-5.67,0,0.0474,0.281,0.0315,0.872,0.434,99.772,https://genius.com/Bjork-the-modern-things-live-on-february-27th-1997-lyrics
Isobel - Live,Post (Live),2003-08-18,4WJtPwuIOqrB4wQy94iLyB,327880,0.593,0.885,6,-6.41,0,0.0486,0.00194,0.356,0.939,0.493,99.875,https://genius.com/Bjork-isobel-live-2013-lyrics
Possibly Maybe - Live,Post (Live),2003-08-18,6TGYhiXuiLGQEkGOsxPgKH,322080,0.551,0.366,11,-10.232,1,0.0498,0.49,4.17e-06,0.813,0.159,111.965,https://genius.com/Bjork-possibly-maybe-live-lyrics
Hyperballad - Live,Post (Live),2003-08-18,1CGcjFiuBkIyM7te58lgJt,305586,0.45,0.69,5,-8.739,0,0.0436,0.00139,0.000786,0.977,0.0347,134.963,https://genius.com/Bjork-hyperballad-live-on-june-25th-2008-lyrics
I Go Humble - Live,Post (Live),2003-08-18,0S4QTahRd6P9XJFCq9oLoT,243453,0.702,0.791,11,-7.214,0,0.0902,0.33,0.00686,0.823,0.663,104.935,https://genius.com/Bjork-i-go-humble-live-on-june-14th-1998-lyrics
Big Time Sensuality - Live,Post (Live),2003-08-18,46Kyw1emetuvuInLYsdDZg,293440,0.577,0.709,1,-6.407,0,0.0383,0.0343,0.00477,0.779,0.339,159.941,https://genius.com/Bjork-big-time-sensuality-live-on-november-7th-1994-lyrics
Enjoy - Live,Post (Live),2003-08-18,6dkC6hC67O6FQ5B7ZLULNT,219506,0.402,0.531,1,-10.71,1,0.107,0.789,0.0235,0.387,0.118,167.884,https://genius.com/Bjork-enjoy-live-on-february-27th-1997-lyrics
I Miss You - Live,Post (Live),2003-08-18,6nf6jywdxj34EkqE9sYOuF,236880,0.675,0.822,0,-8.09,1,0.0496,0.0109,0.0519,0.155,0.0854,121.042,https://genius.com/Bjork-i-miss-you-live-2007-lyrics
It's Oh So Quiet - Live,Post (Live),2003-08-18,0n8Mw6avpu2vGmvYAtnqpp,232173,0.395,0.194,3,-15.636,1,0.0572,0.575,0,0.978,0.396,102.863,https://genius.com/Bjork-its-oh-so-quiet-live-on-decemeber-14th-1996-lyrics
The Anchor Song - Live,Post (Live),2003-08-18,5Sqv2O5FBp0orN3EcmQ69C,191546,0.318,0.223,0,-11.891,1,0.0487,0.945,0.000282,0.888,0.157,70.706,https://genius.com/Bjork-the-anchor-song-live-2021-lyrics
Vísur Vatnsenda Rósu - Live,Homogenic (Live),2003-08-18,2Py2BB8ljdbQX6Zbg6NEsv,112146,0.0958,0.249,2,-14.808,1,0.0411,0.986,0.953,0.431,0.0516,87.835,https://genius.com/Bjork-visur-vatnsenda-rosu-live-on-december-2nd-1998-lyrics
Hunter - Live,Homogenic (Live),2003-08-18,4Y59zq249DyJkECUUaWYoe,257786,0.249,0.828,2,-9.236,1,0.361,0.403,0.369,0.153,0.328,80.066,https://genius.com/Bjork-hunter-live-2007-lyrics
You've Been Flirting Again - Live,Homogenic (Live),2003-08-18,7bdQ9B0Ac3589jEelvSQcb,214866,0.182,0.224,5,-15.66,1,0.0385,0.982,0.822,0.397,0.0392,83.77,https://genius.com/Bjork-youve-been-flirting-again-live-1998-in-london-lyrics
Isobel - Live,Homogenic (Live),2003-08-18,6LOQQpqLHMCBkVnLDBasYi,295746,0.521,0.731,9,-9.432,1,0.0318,0.00633,0.0699,0.716,0.556,100.043,https://genius.com/Bjork-isobel-live-2013-lyrics
All Neon Like - Live,Homogenic (Live),2003-08-18,3Iy9MTvPsvkLDDECXxF5JK,296026,0.19,0.719,1,-8.159,1,0.0566,0.689,0.000871,0.659,0.133,151.914,https://genius.com/Bjork-all-neon-like-live-2015-lyrics
Possibly Maybe - Live,Homogenic (Live),2003-08-18,0V5TcsHtin9ACqcEGTikp5,343493,0.484,0.368,11,-11.336,1,0.0327,0.878,0.000558,0.952,0.18,112.014,https://genius.com/Bjork-possibly-maybe-live-lyrics
5 Years - Live,Homogenic (Live),2003-08-18,3HUvyOx2WtMwKe9DVGi23M,249600,0.488,0.825,10,-7.269,1,0.0756,0.243,0.25,0.725,0.509,84.085,https://genius.com/Bjork-5-years-live-on-september-17th-1997-lyrics
Come To Me - Live,Homogenic (Live),2003-08-18,0RU0wvvLr4tEG2UDo8r8yQ,260306,0.324,0.583,5,-10.332,1,0.0649,0.262,0.192,0.864,0.322,174.193,https://genius.com/Bjork-come-to-me-live-2015-lyrics
Immature - Live,Homogenic (Live),2003-08-18,4VwQ5JwSvqgYyGf4AGg5HQ,179866,0.497,0.646,2,-10.448,1,0.0508,0.0517,0.0488,0.683,0.189,92.856,https://genius.com/Bjork-immature-live-on-june-4th-1998-lyrics
I Go Humble - Live,Homogenic (Live),2003-08-18,3NI1Cgezfn5bUvopap46OX,264373,0.659,0.772,2,-8.452,1,0.073,0.141,0.000578,0.839,0.605,105.06,https://genius.com/Bjork-i-go-humble-live-on-june-14th-1998-lyrics
Bachelorette - Live,Homogenic (Live),2003-08-18,5PhZleU35Rki1hpGmnjbJc,317213,0.421,0.715,5,-7.526,0,0.0296,0.115,0.00126,0.993,0.408,98.03,https://genius.com/Bjork-bachelorette-live-on-november-29th-1997-lyrics
Human Behaviour - Live,Homogenic (Live),2003-08-18,6uesJXN4LT2E4v0rnE9Ok4,232360,0.707,0.802,5,-7.271,1,0.0512,0.0598,0.000303,0.731,0.438,109.067,https://genius.com/Bjork-human-behaviour-live-2021-lyrics
Pluto - Live,Homogenic (Live),2003-08-18,4FBt0b8WfcMS59RIK9xDvS,235613,0.428,0.837,2,-7.662,0,0.221,0.0807,0.604,0.971,0.251,147.925,https://genius.com/Bjork-pluto-live-on-june-13th-1998-lyrics
Jóga - Live,Homogenic (Live),2003-08-18,4vC5UmLNMQ4lozBD6tRkdN,265120,0.268,0.325,4,-9.148,1,0.0375,0.925,3.2e-05,0.676,0.244,81.587,https://genius.com/Bjork-joga-live-encore-lyrics
So Broken - Live,Homogenic (Live),2003-08-18,4XYHcfAaPepHxm60sQ9lqK,267146,0.474,0.293,7,-12.838,0,0.0751,0.85,0.0002,0.795,0.398,96.09,https://genius.com/Bjork-so-broken-live-on-october-16th-1998-lyrics
Anchor Song - Live,Homogenic (Live),2003-08-18,0k03eM3tV9lGcWGMveAanG,353480,0.203,0.398,0,-14.941,1,0.0741,0.962,0.0315,0.843,0.329,100.04,https://genius.com/Bjork-the-anchor-song-live-2021-lyrics
Human Behaviour - Live,Debut (Live),2003-08-18,1Sav8A5IoJu6DJ1O3bEKIa,248626,0.549,0.722,2,-8.41,0,0.248,0.74,0,0.709,0.559,117.254,https://genius.com/Bjork-human-behaviour-live-2021-lyrics
One Day - Live,Debut (Live),2003-08-18,6zhWMCUATJjq2WBNtCoBuy,369133,0.625,0.469,3,-16.428,0,0.0498,0.863,0.798,0.977,0.678,105.012,https://genius.com/Bjork-one-day-live-2013-lyrics
Venus As A Boy - Live,Debut (Live),2003-08-18,1fHYLY5UgAkmqB9VL49SUA,152866,0.342,0.407,0,-14.383,1,0.161,0.894,0,0.954,0.658,168.831,https://genius.com/Bjork-venus-as-a-boy-live-2007-in-glastonbury-lyrics
Come To Me - Live,Debut (Live),2003-08-18,2H8zkOxQPZg6h2WZnEhq8u,224666,0.558,0.324,5,-14.159,1,0.0566,0.846,0.222,0.701,0.318,93.715,https://genius.com/Bjork-come-to-me-live-2015-lyrics
Big Time Sensuality - Live,Debut (Live),2003-08-18,3uBx8HMIxzRuSGiioEvHY9,307560,0.617,0.402,4,-11.885,1,0.103,0.751,0.000793,0.962,0.625,147.879,https://genius.com/Bjork-big-time-sensuality-live-on-november-7th-1994-lyrics
Aeroplane - Live,Debut (Live),2003-08-18,5F3H6nGGYlzyquXb7i26Jh,243493,0.573,0.315,4,-12.438,0,0.061,0.886,0.0466,0.844,0.0891,103.791,https://genius.com/Bjork-aeroplane-live-2021-lyrics
Like Someone In Love - Live,Debut (Live),2003-08-18,6xWxCLA5jq1eihbyRhll8S,241306,0.37,0.306,7,-14.419,1,0.129,0.977,0.000913,0.96,0.232,55.243,https://genius.com/Bjork-like-someone-in-love-live-on-november-7th-1994-lyrics
Crying - Live,Debut (Live),2003-08-18,4cISk0YP9gtNCAm377b6X0,250866,0.652,0.702,2,-10.331,1,0.0727,0.0196,0.00982,0.325,0.324,131.742,https://genius.com/Bjork-crying-live-on-november-7th-1994-lyrics
The Anchor Song - Live,Debut (Live),2003-08-18,4DQaqTkX1q2k073jivNb8L,205373,0.546,0.345,0,-9.984,1,0.459,0.901,0,0.967,0.833,125.358,https://genius.com/Bjork-the-anchor-song-live-2021-lyrics
Violently Happy - Live,Debut (Live),2003-08-18,34oF73ucjjDO62wGSPySI3,344426,0.491,0.758,0,-12.694,1,0.125,0.214,0.0299,0.98,0.163,134.486,https://genius.com/Bjork-violently-happy-live-lyrics
Sídasta Ég,Family Tree,2002-11-04,3NZs4uqY1LAOpbGg1EvMGO,178693,0.46,0.39,2,-8.301,1,0.0268,0.679,0.00141,0.105,0.101,154.564,https://genius.com/Bjork-the-circumstances-that-lead-to-an-all-vocal-album-interview-annotated
Glóra,Family Tree,2002-11-04,2D2mmPJFJcBurJ3jws9xEu,103053,0.318,0.107,2,-16.539,1,0.052,0.995,0.0824,0.0882,0.226,76.91,https://genius.com/Bjork-glora-lyrics
Fuglar,Family Tree,2002-11-04,0ipPXQR4xUk7ozZKA7MB2P,181920,0.533,0.563,4,-9.715,0,0.0465,0.0297,0.645,0.118,0.271,126.091,Lyrics not found
Ammæli,Family Tree,2002-11-04,4azXmklKohTy5TIZkLUxZg,237560,0.489,0.519,0,-9.948,1,0.0284,0.0764,0.00434,0.14,0.228,91.696,Lyrics not found
