track_name,album_name,release_date,track_id,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics_url
Mama,Family Tree,2002-11-04,2abw3f812FsJLnZWY5JHUy,177373,0.442,0.736,3,-7.139,1,0.0413,0.036,0.000547,0.219,0.571,174.307,https://genius.com/Bjork-bukolla-lyrics
Immature - Björk's Version,Family Tree,2002-11-04,2QFmn2U0FMxwTO837Tmuzv,171840,0.309,0.0623,1,-15.855,0,0.0317,0.94,0,0.107,0.315,91.331,https://genius.com/Bjork-immature-bjorks-version-lyrics
Cover Me,Family Tree,2002-11-04,2LuchX0eGhDdD2yBE0pVHu,185413,0.232,0.0703,4,-22.16,0,0.0383,0.961,0.339,0.0847,0.0378,114.358,https://genius.com/Bjork-cover-me-lyrics
Generous Palmstroke - Live,Family Tree,2002-11-04,0yVF4Z9jHCH8DbpefD5q5P,280533,0.442,0.308,5,-15.39,0,0.0641,0.699,0.00235,0.979,0.213,102.36,https://genius.com/Bjork-generous-palmstroke-live-2001-lyrics
Jóga (Strings & Vocals),Family Tree,2002-11-04,2xhPFDZ34dBVQb6ypjC5sX,280266,0.242,0.258,4,-11.329,1,0.0326,0.845,0,0.113,0.295,75.528,https://genius.com/Bjork-joga-string-and-vocal-mix-lyrics
Mother Heroic,Family Tree,2002-11-04,5BEvBjfdzV40B6DqjklVZm,163986,0.315,0.0893,6,-14.422,0,0.0349,0.979,0.0143,0.0772,0.264,167.644,https://genius.com/Bjork-mother-heroic-lyrics
The Modern Things - Original Demo,Family Tree,2002-11-04,46hPOERFfxeCRsHpOYiyGP,249733,0.552,0.586,10,-7.641,1,0.0277,0.42,0.0216,0.113,0.234,100.831,Lyrics not found
Karvel,Family Tree,2002-11-04,3EGHPMqThXOsmfjupTaz72,268493,0.67,0.884,5,-6.513,0,0.0511,0.00586,0.114,0.377,0.305,133.025,https://genius.com/Bjork-karvel-lyrics
I Go Humble,Family Tree,2002-11-04,6ZFL4BVfffzTLr90l7iehN,286000,0.718,0.54,2,-14.628,1,0.0508,0.167,0.235,0.0984,0.557,105.006,https://genius.com/Bjork-i-go-humble-lyrics
Nature Is Ancient,Family Tree,2002-11-04,4LdTrFkLXvAeLv3O9uVrZq,218866,0.483,0.739,8,-11.855,1,0.16,0.566,0.000573,0.101,0.514,99.917,https://genius.com/Bjork-nature-is-ancient-my-snare-lyrics
Unravel,Family Tree,2002-11-04,5lGuk7DkZjagabSpp9oinw,216613,0.285,0.102,7,-17.079,1,0.0409,0.784,0,0.52,0.155,110.815,https://genius.com/Bjork-unravel-lyrics
Cover Me,Family Tree,2002-11-04,4xZwtbONooLkDv8mYGvIVS,169520,0.268,0.147,9,-23.646,0,0.106,0.831,0.00357,0.115,0.168,81.914,https://genius.com/Bjork-cover-me-lyrics
Possibly Maybe,Family Tree,2002-11-04,2g5bzOevWd7eypzEzPxfWZ,293333,0.344,0.0618,0,-17.922,1,0.0419,0.791,0,0.286,0.137,126.694,https://genius.com/Bjork-possibly-maybe-lyrics
The Anchor Song,Family Tree,2002-11-04,6VBi73bA5dszT8UHJqDQkf,222920,0.184,0.0403,0,-23.262,1,0.0455,0.927,3.57e-05,0.359,0.112,168.336,https://genius.com/Bjork-the-anchor-song-lyrics
Hunter,Family Tree,2002-11-04,7p7HAsfooGFj7OGOSgkzgB,271773,0.218,0.164,0,-19.372,0,0.0391,0.713,0.000626,0.28,0.0916,81.979,https://genius.com/Bjork-hunter-lyrics
All Neon Like,Family Tree,2002-11-04,0mPmQtfGhpjcbiTC0UUmiN,305666,0.27,0.0269,2,-20.27,0,0.0407,0.904,1.69e-05,0.12,0.0966,114.763,https://genius.com/Bjork-all-neon-like-lyrics
I've Seen It All,Family Tree,2002-11-04,33qnyGQ7mEsJoo2yk5Zaoc,357453,0.304,0.142,2,-18.895,1,0.0365,0.7,3.31e-05,0.0608,0.184,131.15,https://genius.com/Bjork-ive-seen-it-all-lyrics
Bachelorette,Family Tree,2002-11-04,3SjlJYoGS6hiSbqk0wimBL,307320,0.31,0.182,8,-12.779,1,0.0339,0.897,1.69e-05,0.144,0.259,114.318,https://genius.com/Bjork-bachelorette-lyrics
Play Dead,Family Tree,2002-11-04,4OZBLxPAwvyqV6R9Mft2V5,207360,0.305,0.276,0,-11.886,0,0.0316,0.758,0.000119,0.168,0.308,94.643,https://genius.com/Bjork-play-dead-lyrics
Venus As A Boy,Family Tree,2002-11-04,5uE7AomFGmQsjEIcyHYErn,282560,0.617,0.402,1,-11.749,1,0.0341,0.0301,0.0043,0.07,0.829,136.232,https://genius.com/Bjork-venus-as-a-boy-lyrics
Hyperballad,Family Tree,2002-11-04,3R0aJFQd9tfcCfn7Lx0B3v,323533,0.518,0.467,7,-11.614,0,0.0324,0.0177,0.0018,0.367,0.0352,134.904,https://genius.com/Bjork-hyper-ballad-lyrics
You've Been Flirting Again,Family Tree,2002-11-04,187Swv1MPNlAmQES6GR9Dc,149773,0.196,0.0472,2,-21.036,0,0.0404,0.948,0.000394,0.122,0.17,105.056,https://genius.com/Bjork-youve-been-flirting-again-lyrics
Isobel,Family Tree,2002-11-04,2ZGz5FpMqlPjZJ1H8fqlR0,348733,0.592,0.669,9,-7.926,1,0.0283,0.000913,0.638,0.104,0.174,99.998,https://genius.com/Bjork-isobel-lyrics
Jóga,Family Tree,2002-11-04,0FKJ4AJbK7BtVlYsPBR8C0,304533,0.223,0.704,4,-7.43,1,0.0525,0.419,0.000184,0.122,0.275,145.605,https://genius.com/Bjork-joga-lyrics
Unravel,Family Tree,2002-11-04,3eJpymExXw7EUpZj2ByxLY,201800,0.267,0.386,7,-9.81,1,0.0361,0.79,0,0.159,0.0546,122.913,https://genius.com/Bjork-unravel-lyrics
Bachelorette,Family Tree,2002-11-04,3WOg44URT47zTGhZh2m4XB,317640,0.454,0.875,0,-7.212,0,0.0647,0.0394,2.32e-06,0.0818,0.344,96.937,https://genius.com/Bjork-bachelorette-lyrics
All Is Full Of Love,Family Tree,2002-11-04,5nVoXq0Q239GpJIRG8n4rZ,286333,0.489,0.469,10,-10.184,0,0.0271,0.0528,0.081,0.0987,0.0365,151.96,https://genius.com/Bjork-all-is-full-of-love-lyrics
Scatterheart,Family Tree,2002-11-04,3l6HmeumHhUTaY5MneuVM9,399640,0.566,0.398,6,-9.696,0,0.0396,0.0656,0.0157,0.141,0.0399,98.901,https://genius.com/Bjork-scatterheart-lyrics
I've Seen It All,Family Tree,2002-11-04,4DXyc0dZSJex9pygvd9Qla,330546,0.239,0.555,11,-12.259,0,0.0774,0.231,0.00114,0.113,0.359,147.75,https://genius.com/Bjork-ive-seen-it-all-lyrics
Pagan Poetry,Family Tree,2002-11-04,0WP23JS6risEnagZ7tlvvM,314293,0.339,0.485,9,-7.318,1,0.032,0.526,4.22e-06,0.0821,0.138,132.069,https://genius.com/Bjork-pagan-poetry-lyrics
It's Not Up To You,Family Tree,2002-11-04,3AOUFOa7mYbAiE85gIpN6T,308960,0.576,0.438,1,-12.405,0,0.0575,0.581,0.000202,0.0591,0.315,79.928,https://genius.com/Bjork-its-not-up-to-you-lyrics
Hidden Place,Vespertine,2001-08-27,1Y4aFRwAwE5Ghm24vaYrnR,329360,0.491,0.788,9,-10.357,0,0.156,0.0503,0.00371,0.112,0.422,149.826,https://genius.com/Bjork-hidden-place-lyrics
Cocoon,Vespertine,2001-08-27,7CfR16ahj7mi6OwTZaPBri,268106,0.794,0.37,1,-14.897,1,0.0526,0.635,0.111,0.109,0.112,127.882,https://genius.com/Bjork-cocoon-lyrics
It's Not Up To You,Vespertine,2001-08-27,52LVnKB4Vs9XMi4rm4StNT,308960,0.561,0.438,6,-12.414,0,0.0574,0.586,0.000204,0.0588,0.312,79.928,https://genius.com/Bjork-its-not-up-to-you-lyrics
Undo,Vespertine,2001-08-27,4HuzulSsDeFqvq3e84ZIrI,338400,0.452,0.365,2,-11.891,0,0.035,0.78,0.00681,0.114,0.0549,115.8,https://genius.com/Bjork-undo-lyrics
Pagan Poetry,Vespertine,2001-08-27,2uMm657euPoE7Vgaukuupl,314866,0.521,0.459,1,-8.231,0,0.0295,0.505,7.91e-06,0.0868,0.179,132.022,https://genius.com/Bjork-pagan-poetry-lyrics
Frosti,Vespertine,2001-08-27,7kyQeUJ6g5GQNHUfV2f79v,101506,0.434,0.358,6,-12.814,1,0.0347,0.638,0.00555,0.305,0.154,147.896,https://genius.com/Bjork-frosti-lyrics
Aurora,Vespertine,2001-08-27,7ESAiaiNmtWh7bzqJpCGxU,279226,0.568,0.581,9,-8.319,0,0.0341,0.37,2.73e-05,0.0814,0.278,120.006,https://genius.com/Bjork-aurora-lyrics
An Echo A Stain,Vespertine,2001-08-27,6e2DqJ8wXuS3e5zuBPaHGL,244466,0.351,0.512,2,-13.353,1,0.0687,0.58,0.193,0.0858,0.0729,127.913,https://genius.com/Bjork-an-echo-a-stain-lyrics
Sun In My Mouth,Vespertine,2001-08-27,4mhuw0kAHPdZeidq1UIAQP,160200,0.254,0.281,10,-11.012,0,0.0286,0.746,1.33e-05,0.0786,0.163,89.722,https://genius.com/Bjork-sun-in-my-mouth-lyrics
Heirloom,Vespertine,2001-08-27,0XFWWQ2Csze69J9oIC88RS,312040,0.577,0.369,7,-11.618,0,0.0477,0.268,0.00549,0.0787,0.497,179.816,https://genius.com/Bjork-heirloom-lyrics
Harm Of Will,Vespertine,2001-08-27,1IPwLXziyeuNfp63Dz6ePj,276960,0.25,0.143,1,-16.228,1,0.0326,0.968,0.00531,0.086,0.0768,85.771,https://genius.com/Bjork-harm-of-will-lyrics
Unison,Vespertine,2001-08-27,7qaI6YnDKWOblDUwa6b5jQ,407600,0.52,0.51,5,-10.984,1,0.0465,0.38,0.0392,0.203,0.212,147.89,https://genius.com/Bjork-unison-lyrics
Overture,Selma Songs,2000-09-18,1ZtrcwCl1LTou5dSVA6DrR,218160,0.208,0.0244,3,-16.378,1,0.0392,0.992,0.949,0.107,0.0366,68.67,https://genius.com/Bjork-overture-lyrics
Cvalda,Selma Songs,2000-09-18,73GA00OCj55JIYjfZpNBcE,288173,0.498,0.931,4,-6.072,1,0.303,0.409,2.14e-05,0.365,0.128,109.618,https://genius.com/Bjork-cvalda-lyrics
I’ve Seen It All,Selma Songs,2000-09-18,47GoneztCss0TMaTQfl4Sv,329360,0.245,0.52,11,-11.816,0,0.0806,0.346,0.00204,0.123,0.369,147.934,https://genius.com/Bjork-ive-seen-it-all-lyrics
Scatterheart,Selma Songs,2000-09-18,4nWvSwbKxAGgeguzyXhn50,399640,0.458,0.397,6,-9.686,0,0.0406,0.0661,0.0128,0.141,0.0394,98.587,https://genius.com/Bjork-scatterheart-lyrics
In The Musicals,Selma Songs,2000-09-18,2547HE2dCybMnABwH5R7rJ,281333,0.519,0.855,0,-7.831,1,0.264,0.064,6.17e-05,0.369,0.501,139.728,https://genius.com/Bjork-in-the-musicals-lyrics
107 Steps,Selma Songs,2000-09-18,2wWRBCEZsHN3T8soSh6t1u,156066,0.282,0.623,10,-8.646,0,0.0633,0.773,0.0394,0.113,0.279,119.946,https://genius.com/Bjork-107-steps-lyrics
New World,Selma Songs,2000-09-18,2jUYg9usDopRe5GaicS8gn,261825,0.503,0.673,8,-8.774,1,0.0444,0.687,0.0314,0.111,0.245,145.927,https://genius.com/Bjork-new-world-lyrics
Hunter,Homogenic,1997-09-22,2nKm2PzPQ3PLOCSEHetFxz,255266,0.326,0.668,8,-10.359,1,0.088,0.152,0.0507,0.0863,0.171,79.765,https://genius.com/Bjork-hunter-lyrics
Jóga,Homogenic,1997-09-22,3nschTSboTkjPwgdbrRLyf,305360,0.305,0.696,1,-6.301,0,0.0598,0.402,7.21e-05,0.0741,0.222,146.456,https://genius.com/Bjork-joga-lyrics
Unravel,Homogenic,1997-09-22,6JrmglKffvzzCZCtMEdUtk,201800,0.186,0.385,7,-9.811,1,0.0332,0.789,0,0.157,0.0545,85.837,https://genius.com/Bjork-unravel-lyrics
Bachelorette,Homogenic,1997-09-22,6txguGr32i8SpgZ4KEKQQG,312666,0.442,0.911,0,-4.358,0,0.0738,0.057,9.27e-06,0.103,0.347,96.925,https://genius.com/Bjork-bachelorette-lyrics
All Neon Like,Homogenic,1997-09-22,4PbYKPKq2hpDXV3YckN5tW,353266,0.529,0.518,0,-10.182,0,0.041,0.594,0.0111,0.0673,0.236,152.123,https://genius.com/Bjork-all-neon-like-lyrics
5 Years,Homogenic,1997-09-22,3mmB2OL6YP2FwMR6eQ5mp5,269066,0.467,0.897,5,-5.974,1,0.359,0.159,0.0168,0.288,0.496,82.899,https://genius.com/Bjork-5-years-lyrics
Immature - Mark Bell's Version,Homogenic,1997-09-22,1HFvDETKd9km5DRGd4DkrA,186266,0.35,0.767,6,-7.203,0,0.0438,0.365,0.00226,0.0977,0.106,187.953,Lyrics not found
Alarm Call,Homogenic,1997-09-22,5ghdg3LmJ6u8SQNDAXQ58T,259773,0.656,0.879,5,-5.115,0,0.0629,0.266,1.91e-06,0.0901,0.631,97.059,https://genius.com/Bjork-alarm-call-lyrics
Pluto,Homogenic,1997-09-22,0zgPZSkp20PSuyToQ0lZ0h,199293,0.611,0.83,8,-4.578,1,0.182,0.00271,0.368,0.0808,0.262,147.996,https://genius.com/Bjork-pluto-lyrics
All Is Full Of Love - Howie's Version,Homogenic,1997-09-22,3CgRrPkrjTeBH4a9JlcCVZ,273106,0.146,0.318,11,-9.392,1,0.0376,0.0666,3.8e-05,0.111,0.0364,138.227,Lyrics not found
Jóga - Howie B. Main Mix,Jóga,1997-05-01,777pnlHvTgeiMxrcBXHHIH,301826,0.298,0.54,1,-6.1,0,0.0573,0.594,3.15e-06,0.0688,0.392,145.564,https://genius.com/Bjork-joga-howie-b-main-mix-lyrics
Jóga - String & Vocal Mix,Jóga,1997-05-01,2FUpB3USNnU6MfY8b9R4tG,282200,0.297,0.34,4,-7.832,1,0.0316,0.865,0,0.107,0.255,77.329,https://genius.com/Bjork-joga-string-and-vocal-mix-lyrics
Jóga - Buzz Water Mix,Jóga,1997-05-01,4mhyGJz7cnKEOU3CVlfkfQ,306466,0.291,0.343,4,-8.575,1,0.0374,0.932,0,0.131,0.137,98.514,https://genius.com/Bjork-joga-buzz-water-mix-lyrics
All Is Full Of Love - Choice Mix,Jóga,1997-05-01,0DQ5KhvbIkRB9xT2RoNVZ5,276066,0.0758,0.289,8,-8.518,0,0.0394,0.0268,4.36e-05,0.176,0.0334,81.764,https://genius.com/Bjork-all-is-full-of-love-choice-mix-lyrics
Jóga,Jóga,1997-05-01,1iTqAwKFKNRTcZX9Mtl1PZ,305360,0.305,0.696,1,-6.301,0,0.0598,0.402,7.21e-05,0.0741,0.222,146.456,https://genius.com/Bjork-joga-lyrics
Sod Off,Jóga,1997-05-01,5HCEr7FdvKkSw1T5MUtn9E,176666,0.209,0.357,1,-4.914,0,0.0286,0.426,0,0.18,0.147,90.722,https://genius.com/Bjork-sod-off-lyrics
Immature - Björk’s Version,Jóga,1997-05-01,0D1WTkdAqrlaNDOs3pNN0q,170640,0.442,0.087,1,-13.783,0,0.0304,0.952,0,0.0974,0.351,93.997,https://genius.com/Bjork-immature-bjorks-version-lyrics
So Broken,Jóga,1997-05-01,3b6J9dxawYaZLtiCzUoAgP,363600,0.532,0.323,0,-11.701,0,0.0436,0.6,0.285,0.109,0.481,93.889,https://genius.com/Bjork-so-broken-lyrics
Jóga - Alec Empire Mix,Jóga,1997-05-01,31mZ3RFQSDnryZEzeqksgp,526093,0.513,0.793,1,-4.238,1,0.0667,0.00359,0.000631,0.115,0.129,140.989,https://genius.com/Bjork-joga-alec-empire-mix-lyrics
Jóga - Alec Empire Hardcore Mix 1,Jóga,1997-05-01,7b6wA2srYYOXuQxJxl1DQ2,368666,0.486,0.952,6,-3.266,0,0.123,0.0016,0.0146,0.067,0.165,140.976,Lyrics not found
Jóga - Alec Empire Hardcore Mix 2,Jóga,1997-05-01,4mVufKbAtTrToMwJhrOgYs,367466,0.495,0.957,6,-2.899,0,0.112,0.00307,0.00489,0.0757,0.14,140.897,Lyrics not found
Possibly Maybe - Lucy Mix,Telegram,1996-11-25,7FoyWqprEqHyfWD7k44Vok,183000,0.431,0.645,2,-13.376,1,0.11,0.283,0.00024,0.137,0.0388,113.225,https://genius.com/Bjork-possibly-maybe-lucy-mix-lyrics
Hyper-ballad - Brodsky Quartet Version,Telegram,1996-11-25,3psrTGrOJXyNxlFqOwa0CG,261293,0.367,0.138,10,-12.259,1,0.037,0.56,0,0.119,0.102,130.338,https://genius.com/Bjork-hyper-ballad-brodsky-quartet-version-lyrics
Enjoy - Further Over The Edge Mix,Telegram,1996-11-25,3hXE5lWW6gjDPB2aApfA1a,261440,0.639,0.881,1,-6.942,0,0.0875,0.000133,0.774,0.0796,0.446,134.996,https://genius.com/Bjork-enjoy-further-over-the-edge-mix-lyrics
My Spine,Telegram,1996-11-25,3TzhcUJzX5I4VNTyA89KfI,153533,0.55,0.259,4,-16.156,0,0.0349,0.906,0.0769,0.19,0.587,104.805,https://genius.com/Bjork-my-spine-lyrics
I Miss You - Dobie Rub Part One,Telegram,1996-11-25,4N5NB4jlBbH7K2IS8pkVPp,335360,0.75,0.517,1,-9.026,1,0.0519,0.00782,0.00176,0.214,0.346,92.992,https://genius.com/Bjork-i-miss-you-dobie-rub-part-one-sunshine-mix-lyrics
Isobel - Deodata Mix,Telegram,1996-11-25,6RdwsdqYHGYarQpWlJaK6v,371533,0.64,0.547,6,-9.61,0,0.0277,0.000824,0.217,0.117,0.48,100.943,https://genius.com/Bjork-isobel-deodato-mix-lyrics
You've Been Flirting Again - Flirt Is A Promise Mix,Telegram,1996-11-25,3nZc8zyHIiWiFpQ5a3u384,200533,0.199,0.227,5,-13.428,1,0.0373,0.947,0.306,0.162,0.0365,133.283,https://genius.com/Bjork-youve-been-flirting-again-flirt-is-a-promise-mix-lyrics
Cover Me,Telegram,1996-11-25,3efDhwvvy0vRetnnQQw0sj,382106,0.664,0.855,4,-8.639,0,0.0644,0.0222,0.768,0.446,0.737,82.427,https://genius.com/Bjork-cover-me-lyrics
Army Of Me,Telegram,1996-11-25,0bn2SvFcCEAn3jaQf1Xqkb,318160,0.684,0.914,11,-7.733,1,0.0792,0.0909,0.9,0.323,0.837,172.639,https://genius.com/Bjork-army-of-me-lyrics
Headphones - Ø Remix,Telegram,1996-11-25,04rs4vXaAdGjf98nHtbwoi,377040,0.256,0.0253,2,-33.136,1,0.0465,0.806,0.335,0.117,0.0399,67.69,https://genius.com/Bjork-headphones-remix-lyrics
Army Of Me,Post,1995-06-13,4UFQBhIOgANiBG44USIgsf,234106,0.46,0.69,6,-9.225,1,0.034,0.00815,7.78e-05,0.267,0.491,172.111,https://genius.com/Bjork-army-of-me-lyrics
Hyper-ballad,Post,1995-06-13,2w0wVOiydK5a5e5UqffWwS,321533,0.527,0.441,5,-13.034,0,0.033,0.0252,0.00139,0.378,0.0354,134.99,https://genius.com/Bjork-hyper-ballad-lyrics
The Modern Things,Post,1995-06-13,4QJBOGf8BiuVDoGmSQM8p3,250026,0.428,0.386,4,-13.544,1,0.0415,0.241,0,0.262,0.377,67.025,https://genius.com/Bjork-the-modern-things-lyrics
It's Oh So Quiet,Post,1995-06-13,45Ok4AREEWfPIBZ4ylCXK7,220760,0.467,0.13,5,-14.154,0,0.0513,0.662,0,0.0711,0.231,127.559,https://genius.com/Bjork-its-oh-so-quiet-lyrics
Enjoy,Post,1995-06-13,4N4qSX4RpU7U5TW6PMg84a,237000,0.548,0.879,2,-10.719,1,0.0478,0.00172,0.754,0.129,0.457,84.183,https://genius.com/Bjork-enjoy-lyrics
You've Been Flirting Again,Post,1995-06-13,6YoNajB4BxG971cu0Q1BoE,149773,0.179,0.0517,5,-21.043,1,0.0412,0.951,0.000365,0.121,0.17,103.297,https://genius.com/Bjork-youve-been-flirting-again-lyrics
Isobel,Post,1995-06-13,05meZdvKNj4FBxNbdMgpT6,347026,0.593,0.564,9,-11.237,1,0.0299,0.000651,0.318,0.113,0.182,100.039,https://genius.com/Bjork-isobel-lyrics
Possibly Maybe,Post,1995-06-13,104n46NrvCQ2qXoBWY35ch,306773,0.383,0.132,11,-17.177,1,0.0337,0.775,0.00305,0.203,0.183,57.476,https://genius.com/Bjork-possibly-maybe-lyrics
I Miss You,Post,1995-06-13,2pDMVFdeAsFI73DDekyvDf,243800,0.635,0.764,2,-10.654,0,0.0383,0.0246,0.441,0.0211,0.11,120.934,https://genius.com/Bjork-i-miss-you-lyrics
Cover Me,Post,1995-06-13,2s3mDbXJ6sqh1IP7yw5aEl,126226,0.366,0.296,9,-22.515,0,0.0426,0.939,0.603,0.652,0.282,89.763,https://genius.com/Bjork-cover-me-lyrics
Headphones,Post,1995-06-13,3DwWbiYkm7oZ2nUnNO1Jcx,340373,0.499,0.0296,11,-28.878,0,0.0401,0.685,0.0334,0.102,0.0819,170.179,https://genius.com/Bjork-headphones-lyrics
Human Behaviour,Debut,1993-07-05,6MYYN85MjM7TARWshRwjyW,252360,0.687,0.635,2,-14.667,1,0.0366,0.0448,0.0274,0.0968,0.547,109.453,https://genius.com/Bjork-human-behaviour-lyrics
Crying,Debut,1993-07-05,1R2UhZCSxL1N4kcwa929Fu,290906,0.654,0.676,4,-11.164,0,0.0306,0.00571,0.0271,0.487,0.718,116.202,https://genius.com/Bjork-crying-lyrics
Venus As A Boy,Debut,1993-07-05,48oX55j4gqDw0G80KxzpaQ,282560,0.622,0.402,1,-11.751,1,0.034,0.0307,0.00372,0.0697,0.826,136.261,https://genius.com/Bjork-venus-as-a-boy-lyrics
There's More To Life Than This - Live At The Milk Bar Toilets,Debut,1993-07-05,2runFrIwOg5p2HZo1oymEL,201533,0.728,0.507,7,-12.947,1,0.0384,0.0553,0.0846,0.948,0.714,124.234,Lyrics not found
Like Someone In Love,Debut,1993-07-05,2dkeRnIM7fXKBkkHvkz91v,273400,0.394,0.152,7,-14.953,1,0.0394,0.965,5.9e-05,0.166,0.0777,70.058,https://genius.com/Bjork-like-someone-in-love-lyrics
Big Time Sensuality,Debut,1993-07-05,5diiEB0edX69v9x3e96NyO,236640,0.722,0.721,1,-12.248,0,0.0945,7.03e-05,0.016,0.142,0.53,118.59,https://genius.com/Bjork-big-time-sensuality-lyrics
One Day,Debut,1993-07-05,1k9y7iGRJvg5Kdvd94SGTi,324266,0.615,0.515,0,-13.332,1,0.0356,0.0041,0.00246,0.113,0.19,105.175,https://genius.com/Bjork-one-day-lyrics
Aeroplane,Debut,1993-07-05,1iBP7S79utGK7w8ud2GwwD,234466,0.638,0.29,7,-14.053,1,0.0311,0.0863,0.00324,0.146,0.138,104.634,https://genius.com/Bjork-aeroplane-lyrics
Come To Me,Debut,1993-07-05,17tCBb8odaNBZivCojHhvw,295360,0.485,0.591,5,-13.598,1,0.0332,0.00254,3.98e-05,0.114,0.309,173.449,https://genius.com/Bjork-come-to-me-lyrics
Violently Happy,Debut,1993-07-05,66KzeZCQCe1dUl13nCasOv,299173,0.692,0.61,7,-14.426,1,0.0496,0.266,0.00819,0.128,0.252,120.334,https://genius.com/Bjork-violently-happy-lyrics
The Anchor Song,Debut,1993-07-05,2x9arVHUqJjyGCcIhiPWGY,220626,0.424,0.0294,0,-14.807,1,0.0679,0.935,0,0.0621,0.391,173.615,https://genius.com/Bjork-the-anchor-song-lyrics
Oral - Olof Dreijer Remix,Oral (Olof Dreijer Remix),2024-04-10,1RJL72qQlZxHUIxKEuQWDg,321800,0.765,0.859,1,-8.391,1,0.0527,0.0327,0.197,0.142,0.38,129.06,Lyrics not found
Oral,Oral,2023-11-21,3re91K41XNVsViNbCPumTw,222737,0.399,0.688,11,-6.335,0,0.0581,0.31,0.000168,0.114,0.265,114.003,https://genius.com/Bjork-body-memory-lyrics
On and Ever Onward (Live from Housing Works 2009),On And Ever Onward (Live From Housing Works 2009),2023-04-18,2u1ImCvsSyDhNBSH8nLrOj,141106,0.611,0.248,7,-9.586,1,0.0724,0.893,0,0.676,0.656,121.102,Lyrics not found
Woe (I See It From Your Side) - Björk Remix,Woe (I See It From Your Side) [Björk Remix],2023-03-21,1cfLiIKKcBE2ReK1YW3Zu4,224808,0.429,0.466,3,-9.988,1,0.0631,0.136,1.13e-06,0.784,0.166,83.112,Lyrics not found
Heaven,Woe (I See It From Your Side) [Björk Remix],2023-03-21,5BAhVIXZgb6it3EBrHDWMd,138484,0.741,0.621,11,-8.616,0,0.0876,0.535,4.36e-06,0.238,0.375,116.533,https://genius.com/Bjork-cosmogony-lyrics
Poison - Club Shy mix,Woe (I See It From Your Side) [Björk Remix],2023-03-21,349dI6ZsVGZ8QntznIk0N6,215200,0.763,0.631,6,-9.375,0,0.0986,0.00417,0.000202,0.378,0.354,126.992,Lyrics not found
Ovule (feat. Shygirl) [Sega Bodega Remix],Ovule (feat. Shygirl) [Sega Bodega Remix],2023-01-20,2WMS4GaMShMxX5yl7VVFK0,224827,0.671,0.678,5,-7.262,0,0.109,0.437,5.29e-05,0.47,0.132,103.912,Lyrics not found
Atopos - sideproject Remix,Atopos (sideproject Remix),2022-12-09,1NZfBV7hhhyHme2A1Njb0A,219479,0.592,0.728,2,-7.372,1,0.105,0.13,0.000215,0.162,0.472,175.879,https://genius.com/Bjork-atopos-sideproject-remix-lyrics
Fossora,Fossora,2022-09-27,0W5PJniLTC53FhGUBJE4ca,259064,0.616,0.619,7,-5.418,0,0.0305,0.00272,0.015,0.0574,0.229,100.057,https://genius.com/Bjork-fossora-lyrics
Ancestress,Ancestress,2022-09-22,3cRN1TjmLaJBlXebvxUGtM,437914,0.305,0.379,2,-8.896,0,0.0373,0.631,0,0.107,0.164,106.738,https://genius.com/Bjork-ancestress-lyrics
Ovule,Ovule,2022-09-14,6zOqWvtjGyO3OtwQifLU6b,218154,0.41,0.446,5,-6.905,0,0.0381,0.568,0,0.339,0.263,127.62,https://genius.com/Bjork-ovule-lyrics
Atopos,Atopos,2022-09-06,07WJXaH8khrXUHo0B8BbCh,286903,0.582,0.897,7,-5.412,1,0.235,0.519,0.000211,0.125,0.304,175.909,https://genius.com/Bjork-atopos-lyrics
Sonnets,Sonnets,2020-11-27,6Qw7WOsd4kx5e6Oxm0onhR,129306,0.224,0.107,7,-13.632,1,0.0389,0.98,0.000215,0.173,0.0711,63.863,https://genius.com/Bjork-sonnets-unrealities-xi-lyrics
Björk: Cosmogony,Cosmogony,2020-11-06,5z91DhwAIwYCwosIDPw1ed,237200,0.278,0.2,6,-14.581,1,0.0419,0.988,0.572,0.087,0.0445,80.621,https://genius.com/Bjork-cosmogony-lyrics
Features Creatures,Features Creatures,2019-09-06,3rzv34ZiIwGsfFLCRRmt6W,276557,0.627,0.916,11,-5.108,0,0.102,0.000156,0.0167,0.0627,0.589,130.037,https://genius.com/Bjork-features-creatures-lyrics
Features Creatures,Features Creatures,2019-09-06,58dx5kwXiXF08VRO8I8dNJ,247596,0.557,0.607,1,-7.872,0,0.0353,0.0613,0.138,0.124,0.273,115.007,https://genius.com/Bjork-features-creatures-lyrics
Arisen My Senses,Arisen My Senses,2018-03-21,7ecy8Ibx66hT9TFObcdCeF,311762,0.254,0.587,10,-10.647,0,0.0626,0.281,0.063,0.89,0.118,97.26,https://genius.com/Bjork-arisen-my-senses-lyrics
Arisen My Senses,Arisen My Senses,2018-03-21,1F7JRNPtpX5tliyXzP5fie,207287,0.799,0.464,10,-12.473,0,0.0726,0.00128,0.792,0.104,0.319,118.531,https://genius.com/Bjork-arisen-my-senses-lyrics
Arisen My Senses,Arisen My Senses,2018-03-21,1ldREAySbcliU38MsR2KtO,397901,0.503,0.501,10,-13.37,0,0.113,0.0175,0.115,0.0715,0.0786,126.965,https://genius.com/Bjork-arisen-my-senses-lyrics
