name,latitude,longitude
West Beechwood Trail,41.0192273,-80.6280859
East Shipsky's Trail,41.0184012,-80.627383
Lower McKinley Trail,41.0170223,-80.6272765
Beaver Dam Trail,41.015035,-80.6271398
Drake Run Trail,41.0158115,-80.6284333
Shipsky's Trail,41.016663,-80.6284892
Paulin Drive Connector,41.0141936,-80.6277714
Butler Trail,41.0137577,-80.6247177
Gutknecht Trail,41.0167479,-80.6219115
Upper McKinley Trail,41.0161897,-80.622135
North Pine Trail,41.0148004,-80.6232411
Tulip Tree Trail,41.0151747,-80.6208744
Bluebell Trail,41.0107293,-80.620194
Big Rock Trail,41.0140818,-80.6230951
South Pine Trail,41.0138816,-80.6233038
Log Cabin Trail,41.0138405,-80.6217053
Big Willow Trail,41.0126972,-80.6214459
Fading Path Trail,41.0149681,-80.6203709
Tornado Trail,41.0103512,-80.6227143
Trillium Trail,41.0110698,-80.6245272
Thatcher Trail,41.0143605,-80.6166766
Stinging Nettle Pass,41.0125281,-80.6193085
Shelter House Trail,41.0106741,-80.6190371
Connector Bridge,41.0118128,-80.6192825
Connector Bridge,41.0119517,-80.6189883
Connector Bridge,41.0118953,-80.619093
Edgewood Oval,41.0076373,-80.6202712
Walkers Meadow Trail,41.0079745,-80.6212053
Edgewood Connector,41.0070761,-80.6189935
Burgess Run,41.0049298,-80.6155278
Range Pond State Park Trail,44.0356856,-70.352181
Range Pond State Park Trail,44.0361427,-70.3515095
Range Pond State Park Trail,44.0390249,-70.351252
West McKinley Way,41.0242497,-80.6150225
North Main Street,41.0244182,-80.614841
Élan School,44.0085015,-70.3851414
E-3,44.0075534,-70.3866252
E-8,44.0079968,-70.3866436
Nurse's office,44.0080883,-70.3870964
Manor Trail,41.0155072,-80.6172113
Elan 7,44.0070709,-70.3830565
Security/Switchboard,44.0077459,-70.385801
East Ridge Trail,44.0359524,-70.3387082
Rock Ring Trail,44.0316138,-70.3419291
Deer Trail,44.0333355,-70.3404626
Brook Trail,44.0384125,-70.3382903
Worthley Brook,44.0743712,-70.3390766
Worthley Brook,44.0747384,-70.3384951
South Main Street,44.0756084,-70.4160932
South Main Street,44.0756561,-70.416134
Butler Circle,41.0158347,-80.619226
Bluebell Trail,41.0148806,-80.6186508
Tulip Tree Trail,41.0151655,-80.619417
Tulip Tree Trail,41.0150401,-80.6195824
Butler Trail,41.0160374,-80.6247333
Butler Trail,41.0154951,-80.6247465
Beaver Dam Trail,41.0166696,-80.6299465
Beaver Dam Trail,41.0158373,-80.6295734
Drake's Run,41.0152385,-80.622339
Bluebell Trail,41.0133177,-80.6194446
Bluebell Trail,41.012498,-80.6203496
Big Willow Trail,41.0106904,-80.6220857
Big Willow Trail,41.0107148,-80.6222698
Butler Trail,41.0107732,-80.6247286
Butler Trail,41.0120058,-80.6247283
Randy's Run,41.0206216,-80.6259187
Audubon Road,41.0208891,-80.6215103
Audubon Lane,41.0199562,-80.6172773
Poland Village Hall,41.022005,-80.611703
Holy Family Catholic Church,41.0227089,-80.600033
Zedaker Pavilion,41.0151013,-80.6190985
Tulip Tree Trail,41.0150783,-80.6197463
Bremner Shelter,41.01539,-80.6191323
Butler Circle,41.0152133,-80.6191051
Bluebell Trail,41.0150525,-80.6187201
Butler Circle,41.0153986,-80.6192863
Mitchell Entrance Lot,41.0164903,-80.619224
Lovell Bridge,41.0150405,-80.6195828
Drake's Run,41.0156839,-80.6287916
Thatcher Trail,41.0105389,-80.6189694
Gutknecht Entrance Lot,41.0111062,-80.6176233
Manor Trail,41.0166149,-80.6156637
Red Trail,41.0143094,-80.6182903
Bluebell Trail,41.0144702,-80.6186251
Old Camp Trail,44.0448256,-70.3638328
Lane Cemetery,44.0767731,-70.3274567
Range Pond State Park Trail,44.0459314,-70.3654772
Range Pond State Park Trail,44.0429786,-70.3583891
Old Fields Trail,44.046529,-70.3647686
Old Fields Trail,44.0454803,-70.3639127
Old Camp Trail,44.0428185,-70.3563367
North Lima Road,41.0186971,-80.6078198
North Lima Road,41.0165195,-80.608107
Water Street,41.026663,-80.610939
Lewiston Junction Road Solar,44.0505317,-70.3068696
Poland Middle School,41.0205816,-80.6148241
McKinley Elementary School,41.0202769,-80.6140242
Poland Manor,41.017145,-80.6111154
Poland Manor,41.018524,-80.6080451
Poland Manor,41.0183989,-80.6080187
Poland Corner Road,44.0610928,-70.3912933
Black Island Road,44.0643147,-70.4770272
Black Island,44.0669308,-70.4783602
West McKinley Way,41.0242657,-80.618169
North Main Street,41.0254798,-80.615304
Range Pond State Park Trail,44.0393299,-70.3499345
Randy's Run,41.0162293,-80.6265125
Randy's Run,41.0171385,-80.6260123
Wickshire Senior Living Poland,41.0236632,-80.6234039
Valley Insurance Group,41.0259965,-80.616971
Poland Fire Department Station 91,41.02369,-80.612935
Alvan Bolster Ricker Memorial Library and Community House,44.061531,-70.395
James Liddle House,41.0310436,-80.6159814
Cunningham Becker Funeral Home,41.0290235,-80.6149425
Estes Bog Dam,44.0199175,-70.3948376
Railroad Trail,44.0698857,-70.3972095
Riverside Drive,41.0275915,-80.6079392
Riverside Drive,41.0274664,-80.6092282
Worthley Brook,44.0448949,-70.3303739
Worthley Brook,44.0422053,-70.3297771
Middle Range Pond Dam,44.0376402,-70.3733469
Charles N. Kirtland House,41.0160466,-80.6086192
American Legion Hall,41.0207811,-80.612768
Richard Hall House,41.0228037,-80.6122053
Premier Bank,41.0229174,-80.6125837
El Vallarta,41.0246331,-80.6183791
Nemenz Professional Building,41.0251064,-80.6167669
Howard Hanna,41.0247145,-80.6171497
Old Post Office,41.0229337,-80.6115919
Rice-Lanergan House,41.0231055,-80.6118139
McKinley-Duncan House,41.022973,-80.6114395
Ike Dustman House,41.0228478,-80.6113463
Dickson Weyer House,41.0231357,-80.612013
Thomas S. Burkert M.D.,41.0232854,-80.6123017
Frank C. Filisky,41.0233786,-80.6124828
Old Stone Tavern,41.0234738,-80.6127082
Woodruff Foundry,41.0222033,-80.6100522
Woodruff House,41.0219248,-80.6094827
Poland Rotary Memorial Park,41.0217789,-80.6103526
Centennial Garden,41.0216603,-80.6117689
Adam Case House,41.0243049,-80.6128355
Harley A. Tuttle House,41.0256967,-80.6115791
Dr. Joseph Truesdale House,41.0245369,-80.612642
James McNabb Home,41.0225883,-80.6076006
Jacob Lee House,41.0226006,-80.6083884
James McNabb House,41.0227525,-80.6081984
Margaret Wynn Memorial Baptist Church,41.0272439,-80.6097398
Poland Village Baptist Church,41.0309427,-80.6072321
Riverside Cemetery Office,41.0246959,-80.6065944
Jacqueline's Bridal,41.0246044,-80.614648
Hometown Fixxer Upper,41.02443,-80.6141548
Delta Telecom,41.0243328,-80.6134742
Cocca's Pizza,41.0238149,-80.6125976
Botsford Home,41.0272705,-80.6127797
Blackburn Home,41.0268282,-80.611725
Highland Cemetery,44.0412915,-70.4479461
Locust Cemetery,44.0625394,-70.3941469
Excelsior Grange,44.0826076,-70.3651835
Androscoggin County Sheriff's Department Poland Unit,44.0618523,-70.3955787
Poland Community School,44.0646273,-70.3958201
Thompson Lake,44.0757912,-70.4876676
Aroostock Scenic Highway,45.2933213,-69.6355063
Poland Spring Resort,44.032104,-70.3654085
Poland Spring Preservation Park,44.0317558,-70.3593479
Little Androscoggin River,44.2128971,-70.4305502
St. Lawrence and Atlantic Railroad,44.3766047,-70.9423383
St. Lawrence and Atlantic Railroad Berlin Subdivision,44.4187625,-71.0727803
Poland Municipal Forest,41.0123356,-80.6211579
Mahoning 163,40.9968786,-80.6197718
WRTA 24: Hillman Way & Midlothian Boulevard => Southern Park Mall,41.039595,-80.6394975
WRTA 24: Southern Park Mall => Hillman Way & Midlothian Boulevard,41.0403646,-80.6392942
Tripp Pond,44.0551449,-70.4318539
