name,latitude,longitude
Unnamed,51.23071,18.9101543
Kozia zagroda,53.2408019,19.6174655
pás řopíků,50.8373999,14.5245622
pás řopíků podél vojenské silnice,50.8418498,14.5501939
výhled na Českosaské Švýcarsko,50.8302313,14.4078543
PR Líska oplocená průchozí,50.8353394,14.472076
Křížová cesta,50.7920174,14.465008
akvadukt,50.8034553,14.4478289
Stajnia Jurta,53.2687696,19.6913245
Jüdisches Ritualbad,53.0549727,14.2841309
Unnamed,49.4746775,21.2354183
Pomnik odzyskania Niepodległości,50.7328523,16.653725
Šance u Skřipele,49.8375225,14.0759009
Huta Szkła Artystycznego Barbara,50.3985446,16.5032563
120 mm moździerz wz.38,50.7784997,16.0304255
82 mm moździerz wz.1937 Szawyrina,50.7777969,16.031869
76mm armata dywizyjna wz.1942 (ZiS-3),50.7786494,16.0301278
82mm działo bezodrzutowe B-10,50.7791107,16.0297878
122 mm haubica wz. 1938 (M-30),50.7780426,16.0314442
85mm armata przeciwpancerna D-44 wz.1944,50.7782449,16.0310646
"14,5 mm zestaw przeciwlotniczy ZPU-2",50.778375,16.030736
"14,5 mm zestaw przeciwlotniczy ZU-2",50.7788366,16.0299465
Skałki Klonowskie,50.9579872,20.8333892
Bukowa Góra,50.9580194,20.8331283
Třeboňské seníky,49.0161881,14.7681004
bývalá vojenská střelnice,49.0328311,14.7725061
Skibahnhof,50.8499001,14.676218
Skalní kaple Posledního soudu,50.864847,14.377357
Atomowa Kwatera Dowodzenia,52.3201874,20.8634308
Сядзібны дом Горскіх «Свяцк» (пач. XX ст.),53.8484834,23.7009572
Прыдарожны крыж-абярэг (1905),53.7196976,23.7098152
Сядзібны дом (XIX ст.),53.691573,23.6905648
Prienlaukio piliakalnis,54.65375,23.8629722
Pomnik żołnierzy 8. pułku 3. Dywizji Piechoty,51.7862642,21.2562972
Unnamed,51.732959,21.3637678
TKt48-119,50.7439947,16.2766303
Egyptský pavilon,50.2906598,14.3347614
Štátna hranica,49.5089109,18.9625449
Unnamed,50.4013763,15.9775963
Unnamed,49.9002374,21.379507
Хрест Джублика. 3 стація,49.4526106,23.954565
Pomnik Upamiętniający Obóz Zagłady,53.2376317,20.1707963
"Pomnik Walki Żołnierzy Armii Krajowej 25 pp. ""ZRYW"" 15 maja 1944",51.4584276,19.9922282
Поховання воїнів УПА,49.457387,23.9126963
Krzyż Milenijny,49.8025543,21.4017193
Krzyż Milenijny,51.1305631,15.2786061
Ruiny wieży widokowej,50.8677596,17.3504455
Сядзібны парк Ляпарскіх (19 ст.),52.2232647,23.9201324
Сядзібны дом Замойцкіх (19 ст.),52.3498087,23.5508128
Свіран,52.3524576,23.5525054
Аранжарэя (XIX ст.),52.3640886,23.3713453
Правы флігель (19 ст.),52.3689132,23.366932
Левы флігель (19 ст.),52.3695738,23.3676203
Пральня (XIX ст.),52.3905784,23.4102524
Млын (пач.20ст.),52.4031331,23.8316625
Школа «Бейт-Мідраш» (19 ст.),52.4055934,23.8207275
Důl Simson,49.1531672,16.3478266
Pomnik Dwóch Powrotów,53.6632976,17.3572512
Słup granicy Św. Jana,50.5556389,17.0754722
Dawny kantor fabryki Silbersteinów,51.7519894,19.4603741
Pałac Augusta Haertiga,51.7524342,19.460329
Stara lokomotywa kopalniana,50.2026291,19.2697353
Ragaišių piliakalnis,54.5334322,22.8176367
Крухмальны завод (1912),53.2893996,23.9240642
Obětem 1. světové války,49.7056061,17.3380646
Unnamed,49.272975,23.4424462
Krzyż pokutny,50.6888288,16.152011
resztki schronów I woj. św.,52.1668025,21.2825712
Pomnik na pamiątkę pacyfikacji wsi Piekary w 1943,50.0235101,19.7962506
Kocioł parowy z 1912 r.,49.6168543,21.7069874
Kopalnia z lat '60,49.6166162,21.707089
"Kopanka ""Franek"" z 1860 r.",49.6178221,21.7054354
"Kopanka ""Janina""",49.6181145,21.7046188
Model kopanki,49.6172839,21.7079055
Model kopanki,49.6173274,21.7076453
Model kopanki,49.6174538,21.7062578
Model kopanki,49.6176878,21.7057833
Model kopanki,49.6177512,21.7085233
Model kopanki,49.6185666,21.7047749
Rampa narzędziowa,49.6169784,21.7072844
"Wiertnica ""SM 3""",49.6161984,21.7082421
"Wiertnica ""SMFM""",49.6163908,21.7079841
"Wiertnica ""Trazul-800""",49.6164693,21.7079059
"Wiertnica ""UP 200""",49.6162921,21.7081209
Wiertnica pensylwańsko-kanadyjska z napędem parowym,49.6183682,21.7051506
Wiertnica ręczna,49.6180339,21.7050749
Zbiorniki magazynowe,49.6179247,21.7051274
Pomnik Orła,51.8025264,21.2767906
Unnamed,54.2619305,18.6355701
Pomordowanym kobietom podobozu Stuthoff,54.2591755,18.6464021
Miejsce kuźni powstańczej,53.9240759,23.0513708
Mumlavský vodopád,50.7706249,15.4531831
Unnamed,52.6594321,17.6162293
Dawna kopalnia chromitu,50.8299786,16.6972185
Studnia św. Floriana,49.5575441,20.4351079
Закинуті зіли,49.8346103,23.8578466
Pomnik Robotników Solidarności,51.9438259,15.5120331
Stalag Luft III,51.598391,15.306825
Kurchany,54.0276942,16.7063256
Млын водны (руіны),53.6734627,23.7777301
Krzyż na Bruszni,50.8653335,20.5636199
"V10B der VEB Sächsische Ziegelwerke Dresden, Sitz Langburkersdorf",50.9734887,14.2794633
Barokní knihovní sál,50.0867985,14.4165155
Kočkodam dianin,49.849879,18.3277582
Králící,49.8459515,18.3237619
Unnamed,49.2936412,21.2776739
Marie Agnes,50.7759792,16.444535
Uroczysko Kumat Bitwa pod Brańskiem,52.7385948,22.8838406
bývalý hrádek,50.7260092,14.5681567
Hrníčkový Háj,49.7019817,18.4672738
Krzyż pokutny,50.7129285,16.8328702
Malý Budzogáň,49.1385541,18.617934
Ostronos,50.6562359,17.9270022
Goryl,50.6561114,17.9252708
Siamang,50.6561258,17.9245386
Tamaryna białoczuba,50.65631,17.9236178
Gibon,50.656119,17.9241966
Małpy,50.6558125,17.9250321
Uchatka kalifornijska,50.6554452,17.9244849
Stawonogi,50.6548382,17.9280362
Unnamed,51.6195477,17.0542584
"Źródło ""Maria""",49.4481908,20.4447144
Sv. Jan Nepomucký,50.0891872,16.8950141
Nejsvětější Trojice,50.1029968,16.8748228
"Skała Wybuchowa, martwica wulkaniczna, skała bazaltowa",50.6513669,18.0868822
Ścieżka Dydaktyczna,50.6517808,18.0861659
Ścieżka Dydaktyczna,50.6514947,18.0861602
Ścieżka Dydaktyczna,50.650832,18.0857604
Ścieżka Dydaktyczna,50.6507342,18.0861716
Kamienie różnego pochodzenia,50.6512955,18.0881707
Stanowisko Archeologiczne,50.6515888,18.0858118
Pomnik upamiętniający ofiary II wojny światowej na terenie Gminy Prószków,50.6183057,17.9247615
Unnamed,49.6371185,15.9255045
Ruchoma Szopka,50.4906693,16.4580029
Wambierzycka Kalwaria,50.4897255,16.4587407
Ligocki Młyn,50.5492722,17.8341342
Unnamed,50.7272449,16.9380994
Skała Bazaltowa,49.4049941,20.5742974
Mariánský sloup,49.3524888,17.3030934
Kula Kopernika,53.3948333,19.5779794
św. Jan Nepomucen,50.1702528,18.9072727
Pomnik Niepodległości,51.5623834,21.864949
Unnamed,52.239258,15.4110116
bývalá Hübelova textilka,50.8584645,14.4426598
Unnamed,52.1057536,18.8076078
Pomnik Tadeusza Kościuszki,52.0895281,18.8214563
Grodzisko Witostowice,50.6858931,17.0692748
Grodzisko,50.6876775,17.0688322
Unnamed,49.6943789,17.0716106
Zerum: Wappen von Ueckermünde,53.7513119,14.0653002
Unnamed,51.7576717,17.122055
"Kryptodepresja -6,0 m",52.6105622,16.0512368
Mariánský sloup,50.4106212,14.902395
Unnamed,50.0174156,14.4661972
Młot,50.4623225,16.4118539
Grunwald,49.7772594,20.9637239
Unnamed,49.7772377,20.9637647
Słup tatarski,49.8870043,22.5157783
Пам'ятний знак,49.3832967,23.5126177
Brána rodiny,49.0174193,18.327453
Geologická expozice,50.07422,17.3005197
Unnamed,53.7565617,19.1991465
Haus- und Hobbybrauerei Cunewalde,51.100831,14.519367
Kręgi Kamienne w Węsiorach,54.2172272,17.8399444
Kopiec J.H. Dąbrowskiego,49.9336669,20.2943814
Krzesło Kantora,49.9190983,20.1241911
Grobowiec Lipowskich,49.9166939,20.1236144
Pomnik gen. J.H. Dąbrowskiego,49.9336642,20.293678
Pamięci żołnierzy poległych w 1939 r.,49.7074207,20.1262223
Tablica Tadeusza Kościuszki,50.8699345,20.6280908
Unnamed,49.8650855,20.3039842
TS-5 Bies,52.3131244,16.1444253
Unnamed,53.4892889,22.7360317
Unnamed,53.4830467,22.73784
Klopotský vodopád,50.8600041,14.2201464
Heiliges Tor von Miyajima,51.3233176,14.3439294
Unnamed,53.157814,18.1785538
Figura św. Jana Nepomucena,50.7801458,16.2950462
Motylarnia,51.1038424,17.0719121
Maszyny górnicze,50.3077215,19.0620012
Foki,51.1061376,17.0741881
Papież Jan Paweł II,51.2621372,15.582387
Koniki polskie,52.7204288,16.6182194
Skwer Śladów Zdobywców,50.7749319,15.7543503
Sowy,51.1050214,17.0686729
Makowica pozostała po cerkwii,49.5468386,21.4088227
Hipopotamy,51.104568,17.0750738
Kanał Mozambicki - tunel podwodny,51.1045837,17.0745053
Krokodyle,51.1041974,17.0758897
Manaty afrykańskie,51.1041326,17.0761656
Rekiny,51.1046611,17.0744021
Samogłów,51.1045078,17.0746312
Maszyna parowa,49.9690566,20.4176308
Grób Jarosława Iwaszkiewicza,52.1457786,20.7185794
Kolumna Maryjna,50.3219001,17.5800601
Figura św. Jana Nepomucena,50.3212994,17.5807411
Ptaki ozdobne,51.1077301,17.0702384
Królik domowy,51.1048483,17.0739815
Źródełko Jurajskie,50.0884686,19.5332637
zapory przeciwczołgowe,53.3875649,16.4784079
Unnamed,49.5960577,17.2382834
Skałki Myczkowieckie,49.443868,22.4031434
Duży Kamień,49.5514274,22.2832991
Mały Kamień,49.5566364,22.2742889
medieval Slavonic fortified settlement (Slavic burgwall),53.436047,19.923778
Słoneczny Młyn,53.1200829,18.0327373
Łuczniczka,53.1206046,18.0227287
Sv.jan Nepomucký,50.0820602,16.3095138
Kalvárie,50.0817997,16.3091402
Busta T.G. Masaryka,50.0822107,16.3068679
Łaziszczanin,50.1478244,18.8406176
Łaziszczanka,50.1493289,18.8405171
Diabelski kamień,50.2661644,23.429326
středověký hradební můstek,50.0843662,14.423085
Przystań Rybacka w Chłopach,54.2527019,15.9843228
Lyd1-221,51.3042464,17.0653633
Zapora z pali w rzece,53.4139148,16.4663569
zapory p-panc. Zęby Smoka,53.3466357,16.5094969
Obiekt 3002 (dawna składnica rosyjskich głowic atomowych),53.4334078,16.5754411
Unnamed,50.2684679,20.8526584
Zawisza Czarny,52.0644149,21.6638438
Popiersie córki dziedzica Zglechowa,52.0964093,21.6692964
W hołdzie poległym i pomordowanym mieszkańcom Starogrodu,52.0301306,21.6408648
Kazamata Wschodnia,50.7148687,23.2545384
Stos całopalny,54.3325596,19.1499334
Sokl kříže,50.1995042,14.3402721
"Plan zdjęciowy serialu ""Ranczo""",52.0654614,21.8470379
Px48-1783,51.8130189,19.881547
WLs75-94,51.8131806,19.8813856
O&K 7900,51.8132707,19.8812141
Tx-1114,53.3097061,23.2739095
Gminny Park Przyrodniczo-krajobrazowy,49.7419933,21.7857914
Zakrzowska Szpica,50.506013,18.0770263
Wykop,50.5073461,18.0736683
Rezerwat Prządki,49.7423073,21.7999693
Unnamed,53.6756283,16.6456716
Ptaki brodzące,51.1074367,17.0709955
Podstavec sochy sv. Salvátora,50.1494906,14.2692089
Dom Legend Toruńskich,53.0101301,18.6061229
Pomnik 1000-lecia Polski,49.4493039,20.6040627
ruiny mostu kolejowego,53.2971013,16.7964546
Grupa Warowna Cegielnia,53.26656,16.5002202
Grupa Warowna Marianowo,53.2720101,16.5190781
Krzyż Milenijny,51.2684889,15.7555968
Krokuswiese,50.8965031,14.8118087
Bunkier Typu Kochbunker,49.97121,19.2204604
Bunkier Typu Kochbunker,49.9711019,19.2204364
Bunkier Typu Kochbunker,49.9709684,19.2211438
Bunkier Typu Kochbunker,50.0241928,19.3135109
Bunkier Typu Kochbunker,50.0229094,19.3160154
barokní márnice,50.2663333,16.1164798
"Basen kryty, sauna",53.2623037,16.4331586
Dwór w Szkopach,52.3685255,22.4371749
Malovaný podchod,49.7582774,16.9679953
Kościół pw Matki Boskiej Gietrzwałdzkiej,53.7255685,21.8425128
Vítejte v Lošticích,49.7487604,16.9341845
Powstańców Warszawskich,54.4683726,17.0341202
Stożek Światowida,51.0113096,15.2294411
Słup Wulkanu,50.9956937,15.3327916
Słup Wulkanu,50.9959237,15.3326636
Unnamed,50.7672211,15.7258321
Antonow AN-26,50.0681612,19.7913642
Antonow AN-2P,50.0681662,19.79166
Baszta Czarownic,54.4654966,17.0340695
Padlým spoluobčanům,49.2256598,16.6447162
Krypta Benedyktyńska,50.8591101,21.0530499
Parowóz TKp1-46,53.1340653,17.9881703
Vrátna dolina,49.2466182,19.0395118
Kościół pw. św. Michała Archanioła,52.5712796,20.2177855
Medvědi,50.351925,16.1508942
Cacusfelsen,51.2003174,14.7911322
Jakobpassage,51.1506246,14.98579
TS-11 Iskra,51.2091021,17.4044387
Havraní kameny (skalní stěny),50.7489999,14.2779578
Tiesňava za dierou,49.0444921,19.231168
Unnamed,53.6754568,16.6454113
Unnamed,53.6759153,16.6460951
Unnamed,53.677453,16.6502415
Unnamed,53.677591,16.6504823
Unnamed,53.6775934,16.6501214
Unnamed,53.6778261,16.6530101
Unnamed,53.6779816,16.6529293
Unnamed,53.6787736,16.6587407
Unnamed,53.6787792,16.6595179
Unnamed,53.6788459,16.6561155
Unnamed,53.6789561,16.6593157
Kl.1,53.6816909,16.6567992
Kl.2,53.6824312,16.6571216
Ptasia Wola,54.4138857,17.9850212
Groty Mirachowskie,54.4106328,17.9944089
Kl.10,53.7028083,16.6809319
Kl.11,53.7054081,16.6684964
Kl.12,53.7110666,16.6633071
Kl.3,53.6879237,16.6537845
Kl.4,53.6968704,16.6635845
Kl.5,53.6991942,16.6759461
Kl.6,53.6997084,16.6769082
Kl.7,53.7006994,16.6767212
Kl.8,53.701211,16.6796684
Kl.9,53.7013184,16.6804204
Unnamed,53.6994285,16.6760976
Unnamed,53.7006754,16.6787997
Zabytkowy tramwaj,50.818495,15.6790901
Unnamed,54.4659463,20.4307925
Kondory,54.4121933,18.538397
Szarytka morska,54.412818,18.5335486
Słoń afrykański,54.412171,18.5334715
Gepard grzywiasty,54.409414,18.5339223
Pingwin przylądkowy,54.4131991,18.5328918
Unnamed,53.6312347,21.5257059
Oddział Reumatologiczny,54.4447578,18.5696349
Unnamed,50.1320127,14.2845813
Zlatá ulička,50.0920574,14.4042704
Zřícenina hradu Kružberk,49.8251499,17.6673685
Brněnské podzemí,49.1929122,16.6093768
памятник солдатом 2-й мировой,54.7024531,20.7406121
Дом культуры,54.7015898,20.7405025
Stara pompa wodna,51.4997834,17.1698745
Pomnik św.Walentego,50.0897556,19.0926878
Cyganka,49.7784809,20.9706081
Ambona,49.7775345,20.9698055
Piekiełko,49.7766179,20.9660913
Wodospad Ciężkowicki,49.7775088,20.9789524
Samolot PZL M18 Dromader,50.4511894,21.4910171
Główna wieża wartownicza / Brama obozu zagłady,50.0345449,19.1809479
Głaz polodowcowy w Strzegocicach,49.961473,21.3275958
Chałupa kryta strzechą,50.5501071,23.0607261
Unnamed,52.9053268,23.0946443
Unnamed,51.2623697,15.5611779
N.11,53.7254715,16.675583
N.15,53.7284625,16.6806784
N.19,53.7319937,16.6823136
Ježiš Kristus,49.4533963,19.4834466
Ján Pavol II.,49.4532416,19.4834745
Wiatrak (ruina),51.143984,15.2204687
Unnamed,52.5044497,14.103921
Unnamed,51.2502452,16.0692473
Głaz apokalipsy,52.5576129,18.373588
Koń Trojański z Oskowa,54.3985828,17.7005869
soutěska,50.810239,14.360545
Großer Markgrafenstein,52.3194992,14.0352145
ehem. Waldschanze,52.3228142,14.0350516
ParaZOO,49.7069838,14.8970056
Čínský pavilon,49.7081898,14.8861544
Opolskie Centrum Sztuk Walk,50.6752285,17.9871894
Mauzoleum rodziny von Blonkensee von Schlenburg,52.9047346,16.1705581
Poštovní štola,50.2188374,17.4060397
Leśna Ostoja,52.5179165,16.9990493
Pyrám - Martinický obelisk,50.1812504,14.0156563
bludný balvan,50.2301371,17.2069875
Unnamed,50.2210268,16.5722608
Unnamed,50.2245747,16.5678577
Glocke,51.2364526,14.503489
Ławka prof. Zygmunta Mackiewicza,53.1264359,18.006135
Piramida,50.6599455,18.1016909
Unnamed,50.1386836,14.3263026
Krypta księcia Jeremiego Wiśniowieckiego,50.8590994,21.0531885
Zbójnicki Stół,49.6566921,20.2756695
Krzywe Drzewo nad Potokiem Niweckim,50.6872641,18.0597192
Chlumecká zahradní železnice,50.1559257,15.4494358
Unnamed,50.1374998,19.6338505
Ławeczka profesora Kazimierza Wyki,50.1372029,19.6338382
Totus Tuus,50.0787271,19.7525269
Unnamed,53.8618597,23.6228904
Park Historii i Rozrywki „Twierdza Ustka”,54.5863989,16.8493525
PROJEKTSTUDIO,49.8305326,18.1825141
Fisch Haus,50.7695809,14.7743669
Aleja Gmerków,53.0093676,18.6056581
Бровар (XIX ст.),53.8490265,23.7032056
Сядзібна-паркавы комплекс Горскіх,53.8484433,23.7002186
Unnamed,50.8009094,21.4209237
Тонкасуконны камбінат Шарашэўскага,53.6729074,23.8293792
Figura Tadeusza Kościuszki,50.6258477,19.8179845
Figura św. Floriana,50.626021,19.8184207
První dědičná štola,50.2206618,17.3692753
Diabelski Kamień,54.0876795,20.9106606
Popiersie Jana Pawła II,50.0783515,19.751874
Garncarstwo,52.8646962,19.6368537
Ubijanie masła,52.8647058,19.6354101
Parowóz Ty51-133,50.2793526,19.1262048
Studnik / Студник,49.0053575,22.878845
Unnamed,49.3068156,16.5309272
Taran wodny (ruiny),54.0572614,16.6784487
Мясцовы біялагічны заказнік « Непакойчыцы»,52.1593213,23.9985034
Stanowisko gadów ssakokształtnych z górnego Triasu,50.6770737,18.6431031
zabytkowe okna kasowe,51.2131394,16.1680775
Górka saneczkowa,52.3997502,16.9247616
grupa głazów narzutowych,50.9931254,17.1483726
Chose,50.3422561,17.1229452
"Pomnik zamordowanych przez Niemców 15 osób, głównie nauczycieli - 12.11.1939r. ",51.8383052,19.4738242
Unnamed,49.1093663,16.9006376
Unnamed,49.1094604,16.9008075
Křížová cesta Chvaleč,50.6005604,16.0518632
Unnamed,49.5485237,18.3682342
Wieżyczka meteorologiczna,51.205342,16.1628147
"""Stara latarnia"" dawna stacja ratownictwa morskiego",54.437763,19.6087858
Pomnik grunwaldzki,49.9217249,21.4024599
Geopark Barrandien,49.9630653,14.0729682
Меморіальний комплекс,49.5592447,23.3017469
Mlýn Věrovany,49.4657994,17.2903911
Svazarm Nenakonice,49.4731995,17.2862321
Pasecký vodopád,49.8025491,17.2554485
Руины кирхи Waldkirche Metgethen,54.7267,20.3595441
Platanova alej,49.203768,14.2162948
Unnamed,50.2059046,22.8638705
Wieża wspinaczkowa ze zjazdem tyrolskim,51.6705697,17.8201583
Вилла Лео,54.7156713,20.4662322
Krzyż Konfederatów,49.807785,19.7561978
ур. Родмансхёфен,54.7311149,20.6309005
Unnamed,50.7695677,14.4006674
Unnamed,50.7596917,14.4036207
Unnamed,50.7509035,14.3389184
Unnamed,50.7491096,14.2995401
soutěska Olešničky,50.800656,14.354131
"Byłe miejsce pomnika ""Światowid""",51.2655837,15.5667957
Dom firmy „Krusche - Ender”,51.7609868,19.4579094
Biała Fabryka Geyera,51.7455063,19.4618741
Dworek Ludwika Geyera,51.7433672,19.4623029
Hraniční mezníky,50.6178551,14.7068909
Obóz Langiewicza,51.0336563,21.0020027
Kamień pamiątkowy,50.1356135,19.6238961
Unnamed,49.0205209,15.0206416
Nový zámek u Lanškrouna,49.9020882,16.5825546
Dolina Przygód nad Szeszupą,54.3235319,22.9686395
Grodzisko stożkowate,50.9790582,18.3542532
Pomnik radzieckego łącznościowca,52.4089404,15.4746123
Добромильський замок,49.5448626,22.7823801
Koryto řeky Ostravice,49.5510777,18.3832367
soutěska,50.8079937,14.3806058
umělý vodopád,50.8069482,14.3806368
soutěska,50.8064652,14.3700663
Centurion (A41) MK 5,52.2312581,21.0265559
IŁ-2M3,52.2312945,21.0261622
T-55AMS,52.2313016,21.0265835
Jak-9P,52.231342,21.0259998
IŁ-10,52.2313729,21.0262145
T-55U,52.2313398,21.0266113
TU-2S,52.2314297,21.0260181
PT-76,52.231376,21.0266373
PE-2FT,52.2314732,21.0262229
T-34-85M,52.2314102,21.0266649
BRDM,52.2315393,21.0268943
Mi-24D,52.2316898,21.0261649
BTR-152,52.2315836,21.0269522
Su-22M4,52.2315879,21.026628
Mi-8T,52.2316083,21.0257775
Mi-2P,52.2316364,21.0259587
"I-22 ""Iryda""",52.2317281,21.026533
AN-26,52.2318087,21.0265733
An-2,52.4210094,16.9326125
Ił-28,52.4206604,16.9324916
Jak-12M,52.4206436,16.932763
LIM-5,52.4208814,16.9326994
MiG-15,52.4201119,16.9329699
MiG-21,52.4210136,16.9323868
Helikopter SM-1,52.4204278,16.932974
Su-20,52.4209155,16.9322822
TS-11 Iskra,52.4206961,16.9322815
Dmuchańce,50.8381666,15.5419573
Kolejka,50.8380505,15.54196
Wioska indiańska,50.8383988,15.5419861
Unnamed,52.5323907,17.5941677
Тарасу Шевченку,50.0151722,23.948697
Mural z Janem Pawłem II,52.9883865,22.8772984
"Grupa Warowna ""Strahlenberg"" -Góra Wisielcza",53.1859075,16.2189212
Teufelskammer,50.9663545,14.0298829
IS-2,52.4199798,16.9329768
T-55,52.4199745,16.9327934
T-72,52.4199311,16.9327418
Helikopter Mi-2P,52.4204421,16.9328375
Pomnik Lokacji Miasta,50.2304866,19.8535811
Unnamed,52.9252852,14.8730709
Vápenky,50.3198928,17.262943
Vápenky,50.3198266,17.263074
Wielbłąd jednogarbny,54.4169316,18.5358784
Barasinga bagienna,54.4159637,18.5336798
Baba - skalní průchod,50.4547092,14.9551412
Ruiny oczyszczalni ścieków,51.5332914,20.047401
Kopiec Majówka na pamiątkę Józefowi Piłsudskiemu,52.2135369,22.6179289
Entengehege,51.3742864,14.0653185
"Turbogenerator MOS 1,4 MW",49.985206,20.0528102
Antonín Homolík,49.3567219,17.3646329
Vodárna pro Sněžku,50.732759,15.733393
Liščí vodopád,50.6987985,15.7091301
Чыгуначная станцыя Уладава (1905 г.),51.5514398,23.6121582
Unnamed,50.0016024,16.2865434
Głaz pamięci 100-lecia ZHP na Ziemi Leżajskiej,50.2547871,22.4239544
Dąb Pamięci,50.289681,22.4724534
Lokomotywa dołowa elektryczna LD-31,49.9839038,20.0530758
Lachtani,49.2725942,17.7141795
Plameňáci a vodní ptactvo,49.2731145,17.717418
Zámecká terária,49.2732125,17.7180476
Jihoameričtí savci,49.2738985,17.7176301
Dětská archeologie,49.2747518,17.7192427
Jeřábi,49.2739706,17.7192647
Africké ptactvo,49.274635,17.7213324
"Žirafy, zebry",49.2753557,17.7229472
Výři,49.275752,17.7235039
Antilopy Kudu,49.2763054,17.7240937
Vesnice Konso,49.2762074,17.7237292
Hyeny,49.2760892,17.7234177
Surikaty,49.2760849,17.7231725
Dželady,49.2760618,17.7222735
Sloni,49.2777234,17.7233159
Omo,49.2766513,17.7220062
Lvi,49.2769323,17.721339
Nosorožci a africké antilopy,49.2765461,17.7202014
Plameňáci a lemuři Kata,49.2761656,17.7190306
Supi a mangusty,49.2762535,17.717862
Pandy,49.2756079,17.7169408
Hala-bala,49.2754436,17.7180564
Japonská zahrada Mu-Shin,49.2758601,17.7180674
Jeřábi,49.275997,17.7184695
Asijské ptactvo,49.2765202,17.7178686
"Medvědi, giboni",49.2766805,17.7172163
Veverky,49.2766962,17.7169307
Tygři,49.2768861,17.7169776
Asijská step,49.2766912,17.716192
Kasuáři,49.2761083,17.7148546
Psi novoguinejští,49.276047,17.7144483
Zoborožci,49.2757841,17.7145217
Klokani a emu,49.2754953,17.7137605
Labutě černé a pelikáni australští,49.2748784,17.7132105
Australské ptactvo,49.2749829,17.7129683
Papoušci kea,49.2749437,17.7113091
Ovčírna,49.2748939,17.7110817
Kotulové,49.273795,17.7104322
Vodní ptactvo,49.273984,17.7101493
Vikuně a nandu,49.2736795,17.7099923
Jaguar trek,49.2729232,17.7120635
"Tapíři, mravenčníci a kapybary",49.2733649,17.7128843
Čimango,49.2734128,17.713992
Jihoameričtí papoušci,49.2734611,17.7141292
Nosálové a pekari,49.2736078,17.7141968
Ibisi a aguti,49.2735444,17.7141261
Dinozaur,51.0176516,21.5412296
Miniatury budynków,51.0149095,21.5514841
Zjeżdżalnia,51.0163692,21.5484764
Grota Marysieńki,54.4715467,18.5607194
Unnamed,50.7666044,14.4029822
Unnamed,50.7905413,14.3047177
Unnamed,50.7554313,14.3389133
Unnamed,50.7422999,14.3220689
výhled na Děčínský Sněžník,50.7613702,14.2899634
Unnamed,50.784333,14.3035895
Unnamed,50.7944374,14.3131268
Unnamed,50.8016468,14.3304241
výhled na Lužické hory,50.8070525,14.3461611
Unnamed,50.802029,14.3374127
Unnamed,50.8058866,14.3454286
Unnamed,50.8080426,14.3545267
Unnamed,50.8111325,14.3447141
Unnamed,50.8083073,14.3193916
Unnamed,50.8113314,14.347658
Unnamed,50.804564,14.3626578
Unnamed,50.8046828,14.3806824
Vlčí ranč,50.8050535,14.3651039
Muzeum psacích strojů,50.7980528,14.4177393
Unnamed,50.7993385,14.4169095
Unnamed,50.6820718,14.3313789
Unnamed,50.6835956,14.3344623
Unnamed,50.6894391,14.3440654
Unnamed,50.6870103,14.3408357
Unnamed,50.6904142,14.3456435
Unnamed,50.6901017,14.3452039
Unnamed,50.7425241,14.3969192
Unnamed,50.7443319,14.3957618
Balnica,49.1853567,22.2154725
Kamienna Ławeczka,50.3628363,18.8239315
Rekonstrukcja przejścia granicznego z czasów zaborów carskiej Rosji i Austro-Węgier,50.4448866,22.3388691
Kahnfahrt,51.85462,14.0960273
Ofiarom II Wojny Światowej,50.3476492,18.2130019
An-2,50.1896892,21.6075096
W hołdzie walczącym i poległym nad bronią V1 i V2,50.1890064,21.6079792
Unnamed,50.7978792,14.3762636
Zabytkowa Kapliczka,51.2431035,19.8942519
Unnamed,50.698578,14.3591446
Unnamed,50.6981293,14.3525501
Unnamed,50.6926974,14.3454912
Unnamed,50.6956533,14.3470117
Unnamed,50.6969471,14.3481536
Unnamed,50.6983264,14.353961
Unnamed,50.6996279,14.3642859
Čertův mlýn,50.6986137,14.3623279
Unnamed,50.701743,14.3668984
Unnamed,50.6902905,14.3435618
Zvonkový kámen,50.685084,14.3536777
Indiánská vesnice,49.4770935,16.1637913
Rýžování zlata,49.4767659,16.1639432
Výběh se zvířaty,49.4746793,16.164766
Unnamed,50.8064919,14.3220071
MaraFUN - požičovňa a škola vodných športov,49.1088906,19.5450892
Didysis Širvinto ąžuolas,54.2827689,23.7504145
Drevėtasis Širvinto ąžuolas,54.281647,23.7517369
studánka,50.809612,14.3974293
Zahrádky,50.7001043,14.3551774
Struś,49.1865505,22.3122747
Zabytkowy Wóz Strażacki,51.9342461,19.4258261
Kurchany,51.1596203,15.1485916
Rejs statkami Portu Solina,49.3930506,22.4570308
Vyhlídka ševce a krále Miroslava (Pyšná princezna),50.7851414,14.3114783
gotický chrám,50.7439977,14.2786368
Unnamed,50.8169117,14.3888834
Unnamed,50.8155578,14.3917298
Unnamed,50.8104556,14.3962916
Unnamed,50.8083726,14.4051939
Unnamed,50.7872573,14.3700691
Unnamed,50.7656067,14.4465328
výhled na Růžovský vrch a České Švýcarsko,50.7818563,14.3101303
Unnamed,50.756753,14.3417508
Unnamed,50.7153349,14.3619762
Lokomobila HCP,52.3824107,16.9117024
